,job_titles,companys,location,employment_type,gov_support,salary,salary_unit,links,industrys
10,Python Full Stack Developer,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Central,Professional,NA,"$6,500to$8,000",Monthly,https://www.mycareersfuture.sg/job/python-full-stack-developer-hydrogen-consulting-solutions-31db29bafefafefe17c5912d51bd3b0a,Information Technology
11,Python Developer,TALENTVIS SINGAPORE PTE. LTD.,Central,Senior Executive,NA,"$7,000to$10,500",Monthly,https://www.mycareersfuture.sg/job/python-developer-talentvis-singapore-5616950d70c6908eda3ef500ab5fb96b,Information Technology
12,Software Developer (Python),THE SUPREME HR ADVISORY PTE. LTD.,Islandwide,Junior Executive,NA,"$2,500to$2,900",Monthly,https://www.mycareersfuture.sg/job/software-developer-supreme-hr-advisory-b5144919abb196cb45b1868ee176858c,Information Technology
13,"Support Engineer - Python, R in Singapore - JOB_000598",GECO ASIA PTE. LTD.,NA,Professional,NA,"$8,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/support-engineer-python-r-singapore-job000598-geco-asia-bfa534716ae8f018de8e859812590c84,Information Technology
14,Software Developer (Python),THE SUPREME HR ADVISORY PTE. LTD.,Islandwide,Junior Executive,NA,"$2,400to$2,900",Monthly,https://www.mycareersfuture.sg/job/software-developer-supreme-hr-advisory-6f015eda97db42ee8d5c84a1b4a07ffe,Information Technology
15,Python Developer,ENTERPRISE SOFTWARE SOLUTIONS PRIVATE LIMITED,NA,Executive,NA,"$3,500to$5,500",Monthly,https://www.mycareersfuture.sg/job/python-developer-enterprise-software-solutions-bb537946b172167059979c1e41d0fe52,Information Technology
16,Business Analyst  /  Central  /  Up to $5000+AWS+VB  /  SQL  /  Python,ACHIEVE CAREER CONSULTANT PTE LTD,Central,Executive ...,NA,"$4,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/business-analyst-central-5000awsvb-sql-python-achieve-career-consultant-c39b8d8463661047ea0875e43c6b1e44,Information Technology
17,"Sr Data Scientist (Exp in ML, Python, R and Bidata Tech is Must)",OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Central,Senior Executive,NA,"$7,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/sr-data-scientist-optimum-solutions-27a73532131a86d0259f97e0a64127d4,Information Technology
18,Business Analyst  /  Central  /  Up to $5000+AWS+VB  /  SQL  /  Python,ACHIEVE CAREER CONSULTANT PTE LTD,Central,Executive ...,NA,"$4,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/business-analyst-central-5000awsvb-sql-python-achieve-career-consultant-c37b344c3d355f8c456d8c692511e39b,Information Technology
19,Python Test Analyst (1-year contract)  West Area,GMP RECRUITMENT SERVICES (S) PTE LTD,West,Fresh/entry level,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/python-test-analyst-west-area-gmp-recruitment-services-33b18dd721fc3aeb9bca423d1e86f1b7,Information Technology
20,Python Developers,DEZIRE TECHNOLOGIES PTE. LTD.,NA,Executive,NA,"$5,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/python-developers-dezire-technologies-295b72bfdfa4d10952bcde4d51efa174,Information Technology
21,Data Engineer,A-IT SOFTWARE SERVICES PTE LTD,East,Executive,NA,"$4,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/data-engineer-a-it-software-services-76382b0d5d6bf2b6739bf4b3b3b81bbf,Information Technology
22,Lecturer - IT Applications Development,Institute of Technical Education,NA,Executive,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/lecturer-applications-development-institute-technical-education-2efb0f4a7886f3aee009770d4efbbd00,Information Technology ...
23,Software Engineer in Machine Learning,LEADIQ SINGAPORE PTE. LTD.,Central,Professional,NA,"$5,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/software-engineer-machine-learning-leadiq-singapore-fd46a5106f5ea860263dae08acd0213f,Information Technology ...
24,"Specialist, Commercial & Health, Product & Pricing (6 Months)",AXA INSURANCE PTE. LTD.,Central,Executive,NA,"$3,500to$4,500",Monthly,https://www.mycareersfuture.sg/job/specialist-commercial-health-product-pricing-axa-insurance-73e7dfa3d9f2038396974f2324e461f9,Banking and Finance
25,"Specialist, Commercial & Health, Product & Pricing (6 Months)",AXA INSURANCE PTE. LTD.,Central,Executive,NA,"$3,500to$6,000",Monthly,https://www.mycareersfuture.sg/job/specialist-commercial-health-product-pricing-axa-insurance-1a5664d8648c3e6ff3ca37da4f8738d6,Banking and Finance
26,Sr. Cybersecurity Engineer,VISA WORLDWIDE PTE. LIMITED,East,Professional,NA,"$10,000to$12,500",Monthly,https://www.mycareersfuture.sg/job/sr-cybersecurity-engineer-visa-worldwide-8e5cbe97ed41a79c0490d135c5fe0aa1,Information Technology
27,"Associate, Data Engineer, Consumer Banking, Technology and Operations (WD03017)",DBS BANK LTD.,Central,Junior Executive,NA,"$3,750to$6,800",Monthly,https://www.mycareersfuture.sg/job/associate-data-engineer-consumer-banking-technology-operations-dbs-bank-a66f5940d9a82290a3f458944993a5ec,Banking and Finance
28,"Analyst, Data Engineer, Consumer Banking, Technology and Operations (WD03017)",DBS BANK LTD.,Central,Junior Executive,NA,"$2,550to$4,600",Monthly,https://www.mycareersfuture.sg/job/analyst-data-engineer-consumer-banking-technology-operations-dbs-bank-56551cd93d1424408556a629355986ea,Banking and Finance
29,Lecturer - Electronics (Internet of Things (IoT) & Communication),Institute of Technical Education,NA,Executive,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/lecturer-electronics-communication-institute-technical-education-24b8f8766d5ddff9b94e71a34f3b3387,Information Technology ...
30,Staff Operations Engineer,ZENDESK SINGAPORE PTE. LTD.,South,Executive,NA,"$155,000to$170,000",Annually,https://www.mycareersfuture.sg/job/staff-operations-engineer-zendesk-singapore-6b7728126a6507e4287b3e22e8522f26,Engineering
31,Software Developer,MANGOSTEEN BCC PTE. LTD.,Central,Non-executive,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/software-developer-mangosteen-bcc-6fd745eae62e0a624ab46baf0da68831,Information Technology
32,Sr. Systems Administrator,VISA WORLDWIDE PTE. LIMITED,East,Professional,NA,"$7,500to$13,000",Monthly,https://www.mycareersfuture.sg/job/sr-systems-administrator-visa-worldwide-b9645222123f57c8e4fdca971fc23de3,Information Technology
33,Data Engineer,DP INFORMATION NETWORK PTE. LTD.,Islandwide,Professional,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-engineer-dp-information-network-828ce4ce4c25d05781945dd2f35d07d6,Information Technology
34,Analytics Engineer,ST ENGINEERING MANAGEMENT SERVICES PTE. LTD.,North,Executive,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/analytics-engineer-st-engineering-management-services-a23fd744dbf67102ca05386fa7c585ee,Information Technology
35,Data Science Engineer,ALLIANZ SE,Central,Executive,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/data-science-engineer-allianz-se-01aac3fc60fdd18c440e224d1bb06f97,Others
36,Software Developer,MANGOSTEEN BCC PTE. LTD.,Central,Non-executive,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/software-developer-mangosteen-bcc-3968e57130213e60b18afbe515a877bc,Information Technology
37,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Fresh/entry level,NA,"$3,000to$3,600",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-fae17ef0f7a1cb74c8266071c639f6e4,Sciences / Laboratory / R&D
38,Engineering Lead,MINDCRAFT SINGAPORE PTE. LTD.,East,Middle Management ...,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/engineering-lead-mindcraft-singapore-e02de28a458e57459523c639cf91eaa7,Information Technology
39,Administrator,TOTAL EBIZ SOLUTIONS PTE. LTD.,Islandwide,Executive,NA,"$4,500to$6,000",Monthly,https://www.mycareersfuture.sg/job/administrator-total-ebiz-solutions-9286dea3e890ab6b3c00e0281cde3a1a,Information Technology
40,Predictive / Data Analyst,GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$6,500to$10,000",Monthly,https://www.mycareersfuture.sg/job/predictive-data-analyst-government-technology-agency-a72a9f076c771504faaf3adae39ce6d9,Information Technology ...
41,Solution Architect (NDI - Trusted Data),GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/solution-architect-government-technology-agency-6206a2018e5f122cdae668b7e326a835,Information Technology ...
42,Business Analyst (Data Analytics),GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/business-analyst-government-technology-agency-aa6ae31e2c948165269b7ad64ebf9c17,Information Technology ...
43,Business Analyst (Data Analytics),GOVERNMENT TECHNOLOGY AGENCY,NA,Professional,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/business-analyst-government-technology-agency-9e6bb89686d7ae65bd6554890fd0ea0d,Information Technology ...
44,Big Data Architect,AVENSYS CONSULTING PTE. LTD.,Islandwide,Professional,NA,"$6,000to$8,500",Monthly,https://www.mycareersfuture.sg/job/big-data-architect-avensys-consulting-52bb74382edafc11e7a65f306a360515,Information Technology
45,Data Scientist,AVENSYS CONSULTING PTE. LTD.,Islandwide,Professional,NA,"$3,500to$5,500",Monthly,https://www.mycareersfuture.sg/job/data-scientist-avensys-consulting-bbe20da6fbf546bd919bfdb446f50e71,Information Technology
46,Software Engineer,AVENSYS CONSULTING PTE. LTD.,Islandwide,Professional,NA,"$3,500to$5,500",Monthly,https://www.mycareersfuture.sg/job/software-engineer-avensys-consulting-834a9d944472870f5945bda76c6be34d,Information Technology
47,Solution architect,AVENSYS CONSULTING PTE. LTD.,Islandwide,Professional,NA,"$7,000to$8,500",Monthly,https://www.mycareersfuture.sg/job/solution-architect-avensys-consulting-61b493cd455808ad98c5124f2af2591e,Information Technology
48,System Engineer (Hadoop),PTC SYSTEM (S) PTE LTD,Central,Executive,NA,"$3,000to$4,000",Monthly,https://www.mycareersfuture.sg/job/system-engineer-ptc-system-1ce7845f2d4b33a6cf570ee4307ab8a7,Professional Services
49,"Assistant Director /  Senior Executive (Curriculum Planning and Analytics), Centre for Learning Systems",Home Team Academy,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/assistant-director-senior-executive-centre-learning-systems-home-team-academy-514ec64809640f3aaf8cc5d2f058c640,Public / Civil Service
50,Trader,HAAFOR (SINGAPORE) PTE. LTD.,Central,Fresh/entry level,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/trader-haafor-bb31f311c8181d48ad751f2e052cb562,Banking and Finance ...
51,"Manager  /  Senior Manager, Data Analysis and Systems Development [Enterprise Programmes Division]",WORKFORCE SINGAPORE AGENCY,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/manager-senior-manager-data-analysis-systems-development-enterprise-programmes-division-workforce-singapore-agency-c54e07e52b0ccf8cc8ce7b822e7110c5,Public / Civil Service
52,Senior Lecturer  /  Lecturer (Game Development & Technology) - School of Interactive & Digital Media,Nanyang Polytechnic,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-lecturer-lecturer-school-interactive-digital-media-nanyang-polytechnic-939dd312309610c562f34ea848dd85bb,Education and Training ...
53,Senior Solutions Architect,INDEX INFO SYSTEMS PTE. LTD.,Islandwide,Professional,NA,"$7,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/senior-solutions-architect-index-info-systems-9ccd48f7b6f522bd6144fbcddc10cb30,Information Technology
54,Network / System Engineer,PCCW SOLUTIONS SINGAPORE PTE. LTD.,NA,Professional,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/network-system-engineer-pccw-solutions-singapore-e4ad1d73a6613c4952db92f672be912b,Information Technology
55,Software Engineer,PCCW SOLUTIONS SINGAPORE PTE. LTD.,NA,Professional,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/software-engineer-pccw-solutions-singapore-e6ba6595116e99d148bd8da51637e3c5,Information Technology
56,Tableau  /  Business Intelligence Developer,NTUC ENTERPRISE NEXUS CO-OPERATIVE LIMITED,NA,Executive,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/tableau-business-intelligence-developer-ntuc-enterprise-nexus-co-operative-27b06d6d068969b37c1fd9d5ecb570ef,Information Technology
57,Business Analyst,PROGRAM PLANNING PROFESSIONALS PTE LTD,Central,Middle Management,NA,"$4,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/business-analyst-program-planning-professionals-90a3416f5009dce7ed21631a87a012fa,Banking and Finance
58,Senior System Analyst,TALENT SPOT GROUP PRIVATE LTD.,Islandwide,Executive ...,NA,"$4,800to$6,300",Monthly,https://www.mycareersfuture.sg/job/senior-system-analyst-talent-spot-group-e980d691989e5fb8d8fbb8fd3a8401ec,Information Technology
59,Lead Engineer,PROPERTYGURU PTE. LTD.,Central,Manager ...,NA,"$11,000to$13,000",Monthly,https://www.mycareersfuture.sg/job/lead-engineer-propertyguru-4b8c7eb3813b949162103ee68453a9a4,Engineering ...
60,Lead Engineer,PROPERTYGURU PTE. LTD.,Central,Professional ...,NA,"$9,000to$11,000",Monthly,https://www.mycareersfuture.sg/job/lead-engineer-propertyguru-f4c3df585d30adfef4d7aa0854f4c29a,Engineering ...
61,Network Engineer,HRT SG PTE. LTD.,NA,Professional,NA,"$10,600to$13,600",Monthly,https://www.mycareersfuture.sg/job/network-engineer-hrt-sg-4f9578bdf4ad087f050ea9ff29b1ec2f,Engineering
62,Security Analyst,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Central,Professional,NA,"$5,800to$7,200",Monthly,https://www.mycareersfuture.sg/job/security-analyst-manpower-staffing-services-dc61a2e266815c580b757a424d4c2f35,Information Technology
63,Cyber Threat Hunter (Data),GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/cyber-threat-hunter-government-technology-agency-618ae65ffd129d14f31e531f3b21f3fc,Information Technology ...
64,Architect,STANDARD CHARTERED BANK,Islandwide,Professional ...,NA,"$10,000to$18,000",Monthly,https://www.mycareersfuture.sg/job/architect-standard-chartered-bank-8cb4e5891d1f10e5784b5b2fcb82ed99,Banking and Finance ...
65,Senior Manager / Manager (Innovation Hub),Vital,NA,NA,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/senior-manager-manager-vital-f4587677a0119651397f81894f55b125,Public / Civil Service
66,Web Developer,THE SOFTWARE PRACTICE PTE. LTD.,South,Executive,NA,"$3,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/web-developer-software-practice-a02df47ef99279ac38b4aef4a04c22a2,Information Technology
67,Software Engineer,LYS ENERGY SOLUTIONS PTE. LTD.,Central,Junior Executive,NA,"$3,000to$4,000",Monthly,https://www.mycareersfuture.sg/job/software-engineer-lys-energy-solutions-8b3e219eb4eacc48c2b93e0d5755a2d1,Information Technology
68,Billing Operations Engineer,CIRCLES LIFE TECHNOLOGY PTE. LTD.,South,Professional,NA,"$5,500to$8,500",Monthly,https://www.mycareersfuture.sg/job/billing-operations-engineer-circles-life-technology-a8c78a36c6c536d7419c52d644d26a7c,Engineering
69,QA Automation Engineer,CIRCLES LIFE TECHNOLOGY PTE. LTD.,South,Executive,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/qa-automation-engineer-circles-life-technology-18e9fbf4bfdb12d3e8839ebcbabb407b,Engineering
70,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,400to$4,400",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-f45e54149470fe3a5357acb9e0ee79f0,Engineering ...
71,"Lead Analyst / Senior Analyst / Analyst (HR Intelligence), Strategic Planning & Research",Public Service Division,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/lead-analyst-senior-analyst-analyst-strategic-planning-research-public-service-division-6a8e2cb4ecab0e352174e6fb9e0dbc0d,Public / Civil Service
72,"Associate Engineer, Cloud",M-DAQ PTE. LTD.,Central,Fresh/entry level,NA,"$3,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/associate-engineer-cloud-m-daq-b0fbd3bc52aa8fc4af10c1cd5a47aa98,Information Technology
73,software engineer,SINGAPORE EXCHANGE LIMITED,Central,Executive,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/software-engineer-singapore-exchange-fa7e8242a9bc60562e733403c7f755e1,Risk Management ...
74,Deep learning and Computer vision engineer,VEBITS AI PTE. LIMITED,South,Fresh/entry level,NA,"$3,000to$4,000",Monthly,https://www.mycareersfuture.sg/job/deep-learning-computer-vision-engineer-vebits-ai-839d839e59f1c17705b1f5d8be41bffc,Information Technology
75,Software Architect,ASCENZ SOLUTIONS PTE. LTD.,"East, Central",Professional ...,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/software-architect-ascenz-solutions-0d219c98b4872916d2b9e6e16dde1b67,Information Technology ...
76,Scientific Officer (Bioinfomatics),TAN TOCK SENG HOSPITAL PTE LTD,Central,Professional ...,NA,"$4,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/scientific-officer-tan-tock-seng-hospital-ef598d7b15f78996d2eae88d5edf755e,Healthcare / Pharmaceutical
77,Senior Engineer,RIO TINTO COMMERCIAL PTE. LTD.,Central,Professional,NA,"$7,500to$14,000",Monthly,https://www.mycareersfuture.sg/job/senior-engineer-rio-tinto-commercial-690ee52da7a13a131fe2ecd2adf7a5ac,Logistics / Supply Chain
78,Software Engineer,PCCW SOLUTIONS SINGAPORE PTE. LTD.,NA,Professional,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/software-engineer-pccw-solutions-singapore-60d2bc899e40372db0eb65263eb155c1,Information Technology
79,"Director, Software Engineering",INDEED SINGAPORE OPERATIONS (PTE.) LTD.,East,Middle Management ...,NA,"$12,000to$20,000",Monthly,https://www.mycareersfuture.sg/job/director-software-engineering-indeed-singapore-operations-21d23dd0222a1cb0c77658253433ccb1,Information Technology
80,Software Engineering Manager,INDEED SINGAPORE OPERATIONS (PTE.) LTD.,East,Middle Management ...,NA,"$12,000to$20,000",Monthly,https://www.mycareersfuture.sg/job/software-engineering-manager-indeed-singapore-operations-45247fd34ae869c2c1c8c955c1c37869,Information Technology
81,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,NA,"$5,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-b264d76325b8202695af5d42dd7e83f8,Engineering ...
82,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,Central,Professional,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-911218e9bcd894f7bf90abe52f93e55f,Sciences / Laboratory / R&D
83,Staff Software Engineer,INDEED SINGAPORE OPERATIONS (PTE.) LTD.,Central,Professional,NA,"$12,000to$15,000",Monthly,https://www.mycareersfuture.sg/job/staff-software-engineer-indeed-singapore-operations-d7b2e807f9b4a67008deaf64771e2cf9,Information Technology
84,Software Engineer,INDEED SINGAPORE OPERATIONS (PTE.) LTD.,Central,Executive,NA,"$7,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/software-engineer-indeed-singapore-operations-2c5b3e5cca2f787a50eb297b8b1477d0,Information Technology
85,Senior Software Engineer,INDEED SINGAPORE OPERATIONS (PTE.) LTD.,Central,Senior Executive,NA,"$10,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/senior-software-engineer-indeed-singapore-operations-3baf9e055437d54bd5b7a0b455789e3a,Information Technology
86,Mobile Developer (Android / iOS),EPS COMPUTER SYSTEMS PTE LTD,Islandwide,Executive,NA,"$3,500to$5,500",Monthly,https://www.mycareersfuture.sg/job/mobile-developer-eps-computer-systems-536e1bda3d820e291414f46d46c16350,Information Technology
87,Research Fellow (OR / CCB / OR) (008WW),NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$58,560to$117,120",Annually,https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-7d5e9fdb45c1711b1c4156a43b81e498,Others
88,"Analyst (Sensing & Analytics), Ops Policy and Planning Department (Labour Relations and Workplaces Division) - 1 year contract",Ministry of Manpower,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/analyst-ops-policy-planning-department-1-year-contract-ministry-manpower-c3a11efc505386e10c26a6985bf7e72a,Public / Civil Service
89,Technical Data Analyst,ECLERX PRIVATE LIMITED,East,Professional,NA,"$8,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/technical-data-analyst-eclerx-7cc809458abebca3475715b2f588438f,Consulting 
90,Senior Level Software Engineer,TRAVELOKA SERVICES PTE. LTD.,Central,Senior Executive,NA,"$8,000to$15,000",Monthly,https://www.mycareersfuture.sg/job/senior-level-software-engineer-traveloka-services-9b7e21bdde54bbcaf52ce2039af1c84b,Engineering
91,Mid-Senior Level Software Engineer,TRAVELOKA SERVICES PTE. LTD.,Central,Executive,NA,"$6,100to$10,700",Monthly,https://www.mycareersfuture.sg/job/mid-senior-level-software-engineer-traveloka-services-dc87b753a6d828433a6ce33b914e24e7,Information Technology
92,Data Engineer,CAPGEMINI SINGAPORE PTE. LTD.,"East, Central",Professional,NA,"$5,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/data-engineer-capgemini-singapore-6881270e60e57757dd030a42764e21ad,Information Technology
93,Senior Backend Engineer,DATAROBOT SINGAPORE PTE. LTD.,Central,Professional,NA,"$90,000to$150,000",Annually,https://www.mycareersfuture.sg/job/senior-backend-engineer-datarobot-singapore-86c789d8d6482816bc943b13e1f5c5e7,Information Technology
94,JR0104515 Firmware and System Hardware Engineer (Open),INTEL TECHNOLOGY ASIA PTE LTD,NA,Non-executive,NA,"$1,600to$3,000",Monthly,https://www.mycareersfuture.sg/job/jr0104515-firmware-system-hardware-engineer-intel-technology-asia-e07ecb0cb47326c2e55d56f35f365c88,Engineering
95,Data Engineer,WORKATO PTE. LTD.,South,Executive,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-engineer-workato-5dd422fd941f66c1662bb2f4f31f3a87,Engineering ...
96,Software Analyst,UST GLOBAL (SINGAPORE) PTE. LIMITED,Central,Senior Executive,NA,"$4,500to$7,000",Monthly,https://www.mycareersfuture.sg/job/software-analyst-ust-global-173482130e036aa08406f80d4a8f383e,Information Technology
97,Senior Data Scientist,VALIDUS CAPITAL PTE. LTD.,Central,Middle Management,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/senior-data-scientist-validus-capital-e5b4123d916ffbed2df5cf8e73145a24,Risk Management ...
98,Senior Data Engineer (Data Science and Artificial Intelligence),Maritime and Port Authority of Singapore,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-data-engineer-maritime-port-authority-singapore-5e04d9fe6a97ad7bd5cb86353a193535,Public / Civil Service
99,Data Scientist,LAM RESEARCH SINGAPORE PTE LTD,NA,Professional,NA,"$6,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-lam-research-singapore-2131bff1d3918fd50df6b0c70b7151b4,Engineering
100,Effects TD Artist,LUCASFILM ANIMATION COMPANY SINGAPORE B.V.,South,Professional,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/effects-td-artist-lucasfilm-animation-company-singapore-bv-00d349bfe64cd5a29c737efaafbd9127,Others
101,Junior FX TD Artist,LUCASFILM ANIMATION COMPANY SINGAPORE B.V.,South,Executive,NA,"$3,500to$5,500",Monthly,https://www.mycareersfuture.sg/job/junior-fx-td-artist-lucasfilm-animation-company-singapore-bv-9d63cb013aec21b6a7090418bd99c7d4,Others
102,Senior FX TD Artist,LUCASFILM ANIMATION COMPANY SINGAPORE B.V.,South,Professional,NA,"$8,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/senior-fx-td-artist-lucasfilm-animation-company-singapore-bv-4dcb79b8a8596ab082c24e295cb7579c,Others
103,People soft ERP Finance Technical Consultant,SANDBOX CONSULTING PTE. LTD.,Islandwide,Senior Executive,NA,"$7,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/people-soft-erp-finance-technical-consultant-sandbox-consulting-581e474f197b6cb7a9b1ca72ec638c2f,Information Technology
104,People Soft ERP Finance Functional Consultant,SANDBOX CONSULTING PTE. LTD.,Islandwide,Senior Executive,NA,"$7,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/people-soft-erp-finance-functional-consultant-sandbox-consulting-2194a5cf0cb2ecfae9a9b3337570028f,Information Technology
105,Application Developer,PALO IT SINGAPORE PTE. LTD.,Central,Executive,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/application-developer-palo-singapore-c898bedb1e8a5e44466db28615f2ddde,Information Technology
106,Application Developer,PALO IT SINGAPORE PTE. LTD.,Central,Executive,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/application-developer-palo-singapore-804d7c46ab4da5e8d1e63419b5766555,Information Technology
