,job_titles,companys,location,employment_type,gov_support,salary,salary_unit,links,industrys
20,Data Analyst,GROUPM ASIA PACIFIC HOLDINGS PTE. LTD.,Central,Executive,NA,"$3,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-groupm-asia-pacific-holdings-5c9909026a8cfabc02f9d55d44f8f287,Advertising / Media 
21,Senior Data Analyst,STREETSINE SINGAPORE PTE. LTD.,Central,Professional ...,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/senior-data-analyst-streetsine-singapore-3baa45f938b74a6660a619998e4a9852,Information Technology
22,Data Analyst,ZEEMART  PTE. LTD.,Central,Professional,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-zeemart-6f5145574df545ba95cfdf87288652ab,Information Technology
23,data analyst,MONEYSMART SINGAPORE PTE. LTD.,South,Executive,NA,"$4,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/data-analyst-moneysmart-singapore-e0c01e1f8a47868c895389932abd8f8e,Information Technology
24,Junior Data Analyst,OBSERVATIONAL AND PRAGMATIC RESEARCH INSTITUTE PTE. LTD.,East,Junior Executive,NA,"$3,000to$4,000",Monthly,https://www.mycareersfuture.sg/job/junior-data-analyst-observational-pragmatic-research-institute-0737a93068d7413c7635c5614cbc99d6,Information Technology
25,Data Analyst,CAPITA PTE. LTD.,Central,Professional,NA,"$4,500to$7,500",Monthly,https://www.mycareersfuture.sg/job/data-analyst-capita-fdb16e6be6f64cccfb39d82107cb1132,Information Technology
26,Data analyst,CAPITA PTE. LTD.,Islandwide,Executive,NA,"$5,800to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-capita-2fab5d297b2b683ceddf6a4f5e54b92e,Information Technology
27,Senior Data Analyst,GROUPM ASIA PACIFIC HOLDINGS PTE. LTD.,Central,Senior Executive,NA,"$3,600to$5,000",Monthly,https://www.mycareersfuture.sg/job/senior-data-analyst-groupm-asia-pacific-holdings-e0759a7119917c2401f261d37c13f98f,Advertising / Media 
28,Data Analyst,GARENA ONLINE PRIVATE LIMITED,South,Professional,NA,"$4,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/data-analyst-garena-online-d741b26f8788408727ca8d6e6ed21c88,Information Technology
29,2019 Market Data Analyst,BLOOMBERG SINGAPORE PTE. LTD.,Central,Fresh/entry level,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/2019-market-data-analyst-bloomberg-singapore-061533d3fe802510c421f98084d0f568,Banking and Finance
30,Mid Level Data Analyst,TRAVELOKA SERVICES PTE. LTD.,NA,Junior Executive,NA,"$4,300to$7,600",Monthly,https://www.mycareersfuture.sg/job/mid-level-data-analyst-traveloka-services-0b8be8fb990807c9e3e2f035cd12504a,Information Technology
31,Junior - Mid Level Data Analyst,TRAVELOKA SERVICES PTE. LTD.,Central,Junior Executive,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/junior-mid-level-data-analyst-traveloka-services-fe68a4d2d6cdf4935a00830f87307e10,Information Technology
32,IT Executive (Data Analyst),SKY PREMIUM INTERNATIONAL PTE. LTD.,Central,Executive,NA,"$2,500to$4,000",Monthly,https://www.mycareersfuture.sg/job/executive-sky-premium-international-cc0d50d8a4b022d32d053bc37e929e20,Information Technology
33,Senior Data Analyst,PROPERTYGURU PTE. LTD.,Central,Professional ...,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/senior-data-analyst-propertyguru-707f35425322b89a7451c4f0316250d4,Engineering ...
34,Data Analyst,INNOSPIRE PTE. LTD.,NA,Senior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/data-analyst-innospire-3822430bb55a90fd6345eac06f1a2ca5,Information Technology
35,Technical Data Analyst,ECLERX PRIVATE LIMITED,East,Professional,NA,"$8,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/technical-data-analyst-eclerx-7cc809458abebca3475715b2f588438f,Consulting 
36,"AVP, Senior Data Analyst, Middle Office Technology, Technology and Operations - (WD03337)",DBS BANK LTD.,Central,Manager,NA,"$6,500to$11,700",Monthly,https://www.mycareersfuture.sg/job/avp-senior-data-analyst-middle-office-technology-technology-operations--dbs-bank-010afae84f63ba2dd030864bfff70264,Banking and Finance
37,"Senior Associate, Senior Data Analyst, Middle Office Technology, Technology and Operations-(WD03337)",DBS BANK LTD.,Central,Senior Executive,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/senior-associate-senior-data-analyst-middle-office-technology-technology-operations--dbs-bank-c889e1a129595fc5f380904695948c43,Banking and Finance
38,"Data Analyst, Data Management",AIA SINGAPORE PRIVATE LIMITED,Central,Professional,NA,"$4,500to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-data-management-aia-singapore-16a3c3a228354ff7749efaaae1e2e1f2,Banking and Finance ...
39,Digital Analytics Data Analyst,ECLERX PRIVATE LIMITED,East,Professional,NA,"$5,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/digital-analytics-data-analyst-eclerx-be0623cd16654506a27e6b36ee47ac4d,Consulting  ...
40,Data Analyst,SIMONE STUDIOS PTE. LTD.,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/data-analyst-simone-studios-e66dd0968e1bd6ab5b357d0930315c98,Others
41,Azure Data Analyst,CAPGEMINI SINGAPORE PTE. LTD.,Central,Professional,NA,"$5,500to$7,000",Monthly,https://www.mycareersfuture.sg/job/azure-data-analyst-capgemini-singapore-9ec2ca7694aef9ad2b33fda830a55ba6,Information Technology
42,Data Analyst,CAPGEMINI SINGAPORE PTE. LTD.,Central,Professional,NA,"$5,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/data-analyst-capgemini-singapore-b97617276ff1f5803ab77c823856ded5,Engineering
43,Data Analyst [Powerbi] - 6 months,BUSINESS EDGE PERSONNEL SERVICES PTE LTD,Central,Executive,NA,"$1,800to$2,300",Monthly,https://www.mycareersfuture.sg/job/data-analyst-powerbi-6-months-business-edge-personnel-services-b860b8f866066f6fbe700a411d733def,Admin / Secretarial
44,DATA ANALYST,TALENTVIS SINGAPORE PTE. LTD.,Central,Professional,NA,"$5,500to$7,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-talentvis-singapore-da9baacb9e1e749bf136bb3c51e125bd,Information Technology
45,Data Analyst,SHIPSFOCUS INTELLIGENCE PTE. LTD.,South,Fresh/entry level ...,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/data-analyst-shipsfocus-intelligence-0763638ad2d04cb1da0ad7731ff72b0f,Engineering ...
46,Senior Business Data Analyst,STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Central,Professional ...,NA,"$9,000to$14,999",Monthly,https://www.mycareersfuture.sg/job/senior-business-data-analyst-standard-chartered-bank-7e035c966e08bfef85b61180e180e04b,Banking and Finance
47,Data analyst,U3 INFOTECH PTE. LTD.,Central,Executive,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-u3-infotech-2bdb6b319ad69afb6745fdee3e3d2355,Information Technology
48,Data Analyst,EMERIO GLOBESOFT PTE. LTD.,East,Professional,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-emerio-globesoft-e0e7e3098911377e04e4dfc531402529,Information Technology
49,Data Analyst,DEZIRE TECHNOLOGIES PTE. LTD.,NA,Senior Executive,NA,"$6,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/data-analyst-dezire-technologies-f70eb4fe226996b2cbd4fd34a29ce383,Information Technology
50,Data Analyst - Consumer Banking,CHANDLER MACLEOD GROUP PTE. LTD.,East,Senior Executive,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-consumer-banking-chandler-macleod-group-a659eeb1ee73dad0c8e3c93ce7883e25,Banking and Finance
51,Data Analyst / Scientist,NATIONAL UNIVERSITY OF SINGAPORE,South,Executive,NA,"$6,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-scientist-national-university-singapore-469ab1a008e03f6c497d4328b77493bd,Education and Training ...
52,Industrial Data Analyst,IC PRO OG TECHNOLOGIES PTE. LTD.,South,Middle Management,NA,"$6,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/industrial-data-analyst-ic-pro-og-technologies-54f97212692a7eb2121719d4cf958a5e,Engineering
53,Cloud and Data analyst,PAN-ASIA RESOURCES PTE LTD,Central,Executive,NA,"$6,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/cloud-data-analyst-pan-asia-resources-a898d9513a0db41ddb1791e509863192,Information Technology
54,Data Analyst,ALLEGIS GLOBAL SOLUTIONS (SINGAPORE) PTE. LTD.,Central,Senior Executive,NA,"$5,000to$9,500",Monthly,https://www.mycareersfuture.sg/job/data-analyst-allegis-global-solutions-ee5f864cd41257d7f7b36984a42544c3,Banking and Finance
55,Office of Planning - Senior Data Strategist  /  Analyst (Data Analytics Unit),Republic Polytechnic,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/office-planning-senior-data-strategist-analyst-republic-polytechnic-dd7dc98558f8c4b4600572b84815d524,Education and Training ...
56,Business Analyst (Data Analytics),GOVERNMENT TECHNOLOGY AGENCY,NA,Professional,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/business-analyst-government-technology-agency-9e6bb89686d7ae65bd6554890fd0ea0d,Information Technology ...
57,Business Analyst (Data Analytics),GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/business-analyst-government-technology-agency-aa6ae31e2c948165269b7ad64ebf9c17,Information Technology ...
58,Data Scientist Analyst,AIA SINGAPORE PRIVATE LIMITED,Central,Professional,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-analyst-aia-singapore-be1f3fd889b602dc6d4ebb761baddb6a,Banking and Finance ...
59,Data Science Analyst,DENTSU AEGIS NETWORK HUB2050,Central,Junior Executive,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-science-analyst-dentsu-aegis-network-hub2050-15b2789db707ae6384b9c8b168cd18d3,Sciences / Laboratory / R&D
60,"Analyst, Data Engineer, Consumer Banking, Technology and Operations (WD03017)",DBS BANK LTD.,Central,Junior Executive,NA,"$2,550to$4,600",Monthly,https://www.mycareersfuture.sg/job/analyst-data-engineer-consumer-banking-technology-operations-dbs-bank-56551cd93d1424408556a629355986ea,Banking and Finance
61,Data Management Analyst-Operations (Financial Institution / Town),UNILITE RECRUITMENT SERVICES PTE. LTD.,Central,Executive ...,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/data-management-analyst-operations-unilite-recruitment-services-565d5ed6978c091752d10f8391774e28,Accounting / Auditing / Taxation ...
62,"Product Analyst (Data), National Digital Identity NDI – Trusted Data",GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$5,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/product-analyst-national-digital-identity-ndi-%E2%80%93-trusted-data-government-technology-agency-e39e566b645d11b9654eea260f57a896,Information Technology ...
63,Business Analyst (Data),BLUECHIP PLATFORMS ASIA PTE. LTD.,NA,Senior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/business-analyst-bluechip-platforms-asia-a41aba0635c055b13585edbfd9c70a98,Accounting / Auditing / Taxation ...
64,Operations Analyst - Reference Data Services,ALEXANDER MANN BPO SOLUTIONS (SINGAPORE) PTE. LTD.,South,Professional,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/operations-analyst-reference-data-services-merrill-lynch-global-services-422ce520e57bf0aed2e752533116aebe,Banking and Finance
65,Data Science Analyst,Company Undisclosed,NA,Executive,NA,"$4,500to$6,300",Monthly,https://www.mycareersfuture.sg/job/data-science-analyst-0da525c676d211d9393c5ce574aa4d62,Others
66,DATA ENGINEER  /  ANALYST,HYDROINFORMATICS INSTITUTE PTE. LTD.,NA,Professional,NA,"$5,200to$6,200",Monthly,https://www.mycareersfuture.sg/job/data-engineer-analyst-hydroinformatics-institute-fded84bb3fd40f9402639d0db532d8cb,Engineering
67,"Senior Analyst, Data Architect",SCOOT TIGERAIR PTE. LTD.,East,Senior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-analyst-data-architect-scoot-tigerair-e6e1e2321c44982ff495a3ebc35084d6,Information Technology
68,Business Analyst (Data) (JD#5013),Company Undisclosed,NA,Executive,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/business-analyst-21a73c0594b6a8a24c42b8cf69b2350e,Banking and Finance
69,Industrial Placement - Data Analytics and Support Analyst,BLACKROCK ADVISORS SINGAPORE PTE. LTD.,Central,Fresh/entry level,NA,"$2,000to$2,500",Monthly,https://www.mycareersfuture.sg/job/industrial-placement-data-analytics-support-analyst-blackrock-advisors-singapore-099a61e67ab30381229f2897095d6712,Banking and Finance
70,"Business Analyst (NTUC First Campus, Data Analytics)",NTUC ENTERPRISE CO-OPERATIVE LTD,NA,Executive,NA,"$4,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/business-analyst-ntuc-enterprise-co-operative-020e2a9bb2f95f34a656214bc96b2c9a,Information Technology
71,Data Engineer  /  Analyst,MANAGEMENT RESOURCES CONSULTANTS (S) PTE. LTD.,Central,Fresh/entry level,NA,"$2,500to$4,000",Monthly,https://www.mycareersfuture.sg/job/data-engineer-analyst-management-resources-consultants-52f56c53858a129fbb4f2f91eca0d5fb,Information Technology
72,"Analyst, Operations Intelligence Data Science Specialist, CBGO, T&O - (WD03335)",DBS BANK LTD.,Central,Executive,NA,"$2,550to$4,600",Monthly,https://www.mycareersfuture.sg/job/analyst-operations-intelligence-data-science-specialist-cbgo-to--dbs-bank-887a081adcff5060e386328f6b61b74e,Banking and Finance
73,"VP / AVP, Wealth Mgmt Technical Business Analyst, Grp Consumer Banking & Big Data Analytics (WD00463)",DBS BANK LTD.,NA,Middle Management ...,NA,"$7,000to$14,000",Monthly,https://www.mycareersfuture.sg/job/vp-avp-wealth-mgmt-technical-business-analyst-grp-consumer-banking-big-data-analytics-dbs-bank-8e29f6fd2978c31394cddbb403683fa7,Banking and Finance
74,"Analyst, Static Data Maintenance Specialist, SG-Wealth Mgmt Ops, T&O (WD03266)",DBS BANK LTD.,Central,Junior Executive,NA,"$2,550to$4,600",Monthly,https://www.mycareersfuture.sg/job/analyst-static-data-maintenance-specialist-sg-wealth-mgmt-ops-to-dbs-bank-e2c1bdf1719ef395999aca946c43f94b,Banking and Finance
75,"Data Engineer,  Information Technology Group (ITG)",Ministry of Social and Family Development,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/data-engineer-information-technology-group-ministry-social-family-development-d66d8375a165d9e8e2d0bd17215564d4,Public / Civil Service
76,Head (Data Architect),Accountant-General's Department,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/head-accountant-generals-department-cb19026c04d291f44112432e6550e2e9,Accounting / Auditing / Taxation ...
77,"Senior Analyst, Sales Operations",ZENDESK SINGAPORE PTE. LTD.,NA,Executive,NA,"$7,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/senior-analyst-sales-operations-zendesk-singapore-cdd957e393f2e8e435ad7c3d59a97467,Others
78,Junior Data Scientist,HUBBLE PTE. LTD.,North,Professional,NA,"$3,600to$7,100",Monthly,https://www.mycareersfuture.sg/job/junior-data-scientist-hubble-ea469ffbfdbf74a06767387a8c83c2d3,Information Technology
79,"Analyst (Sensing & Analytics), Ops Policy and Planning Department (Labour Relations and Workplaces Division) - 1 year contract",Ministry of Manpower,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/analyst-ops-policy-planning-department-1-year-contract-ministry-manpower-c3a11efc505386e10c26a6985bf7e72a,Public / Civil Service
80,Data Scientist,MERCK PTE. LTD.,South,Professional,NA,"$9,500to$13,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-merck-282468cd9f95fb3a2711b22f64ac37a4,Information Technology
81,Test Analyst,PERCEPT SOLUTIONS PTE. LTD.,Central,Middle Management,NA,"$8,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/test-analyst-percept-solutions-6fcfdf2484719dc29ae510659666e0db,Banking and Finance ...
82,Platform Engineer,GUMI ASIA PTE. LTD.,South,Executive,NA,"$5,000to$6,500",Monthly,https://www.mycareersfuture.sg/job/platform-engineer-gumi-asia-54f313f4b63eb6c0fcb838a51cd8b318,Information Technology
83,"Data Engineer, Data Governance (1 Year Contract)",AIA SINGAPORE PRIVATE LIMITED,Central,Professional,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-engineer-data-governance-aia-singapore-3c1e204c62ae5e831344b691bbfcd24e,Banking and Finance ...
84,Data Planner,CHEIL SINGAPORE PTE. LTD.,South,Professional,NA,"$5,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-planner-cheil-singapore-175fbb9a839927c11ed2ec56575ecc34,Advertising / Media 
85,"Senior Executive, Data Services",Singapore Land Authority,NA,Fresh/entry level,NA,"$2,800to$5,600",Monthly,https://www.mycareersfuture.sg/job/senior-executive-data-services-singapore-land-authority-5505d4c60eea9aaa459088198ef26207,Information Technology ...
86,Data Analytics Lead,TRAVELOKA SERVICES PTE. LTD.,NA,Manager,NA,"$8,300to$15,000",Monthly,https://www.mycareersfuture.sg/job/data-analytics-lead-traveloka-services-8712611c3fb3ab76d7cadf931f3983fa,Information Technology
87,Supply Chain Planning Anaylst,KONICA MINOLTA BUSINESS SOLUTIONS ASIA PTE. LTD.,South,Executive,NA,"$3,000to$4,000",Monthly,https://www.mycareersfuture.sg/job/supply-chain-planning-anaylst-konica-minolta-business-solutions-asia-893c163f3c5cec8bf6224390b8c06ac4,Logistics / Supply Chain
88,Data Engineer,BLUE STAR INFOSTACK SOLUTIONS PTE. LTD.,Central,Executive,NA,"$4,000to$4,500",Monthly,https://www.mycareersfuture.sg/job/data-engineer-blue-star-infostack-solutions-50e8e12c5cbb1f42d68a4060f5bca5e6,Information Technology
89,Junior Data Scientist,INTELLLEX HOLDINGS PRIVATE LIMITED,NA,Fresh/entry level,NA,"$3,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/junior-data-scientist-intelllex-holdings-00a322e31dcf1a4eec39f828ffd7ab2d,Information Technology
90,"Senior Associate, Data and Analytics, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Executive,NA,"$4,100to$8,200",Monthly,https://www.mycareersfuture.sg/job/senior-associate-data-analytics-advisory-ernst-young-advisory-e69441151b61f82e1365e2cbeac67a39,Consulting 
91,"Associate, Advisory Data and Analytics",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Executive,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/associate-advisory-data-analytics-ernst-young-advisory-5e75b12873e4883e3a2566911317db17,Consulting 
92,Data Engineer,LINKSURE NETWORK HOLDING PTE. LIMITED,NA,Senior Executive,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/data-engineer-linksure-network-holding-b77c32f935acfda41f1130f81cb00381,Information Technology
93,Associate Data Scientist,LINKSURE NETWORK HOLDING PTE. LIMITED,NA,Executive,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/associate-data-scientist-linksure-network-holding-980eb353d5e9a674caafe3e34640ee13,Information Technology
94,"Senior Manager, Data Engineer",LAZADA SOUTH EAST ASIA PTE. LTD.,Central,Manager,NA,"$9,000to$13,000",Monthly,https://www.mycareersfuture.sg/job/senior-manager-data-engineer-lazada-south-east-asia-d10b977e8ab9f32f8692dd165d59afcc,Information Technology
95,Big Data Consultant,ACCENTURE PTE LTD,Central,Professional,NA,"$6,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/big-data-consultant-accenture-75e44ac4d954e77549dd8c095dda9253,Information Technology
96,Data Scientist,UNTANGLE AI PTE. LTD.,Central,Fresh/entry level,NA,"$5,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-untangle-ai-4371030ab9ca99050516ae26ac3f7fd2,Information Technology
97,ETL Developer (ITSR),OVERSEA-CHINESE BANKING CORPORATION LIMITED,East,Manager ...,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/etl-developer-oversea-chinese-banking-corporation-fd80dff7c915e7eb11a70c1ee9ef5f41,Information Technology
98,Junior Data Analyst,Company Undisclosed,NA,Junior Executive,NA,"$3,000to$4,000",Monthly,https://www.mycareersfuture.sg/job/junior-data-analyst-4ff971a7c2284a40a92eff98456d956d,Others
99,Data Analyst,Company Undisclosed,NA,Middle Management ...,NA,"$5,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-analyst-69b5c709d9a8e822305ea222a2611bdc,Information Technology
100,Data Analyst (Vietnamese language proficient),Company Undisclosed,NA,Non-executive,NA,"$3,500to$4,500",Monthly,https://www.mycareersfuture.sg/job/data-analyst-4d755de2191698d06f79b27302dedd85,Professional Services
101,Data Analyst,Company Undisclosed,NA,Professional ...,NA,"$3,600to$5,400",Monthly,https://www.mycareersfuture.sg/job/data-analyst-5a575c1c20af9667bb76ea63a878faa6,Banking and Finance ...
102,Data Engineer,Company Undisclosed,South,Professional,NA,"$8,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/data-engineer-2fab625fb13fe16207621f894b9ebdb9,Advertising / Media 
103,Data Scientist,Company Undisclosed,NA,Manager,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-22e59ee024c1532bc5d7e3f6076f2b75,General Management
