,job_titles,companys,location,employment_type,gov_support,salary,salary_unit,links,industrys
10,Senior Machine Learning Engineer,KRIS INFOTECH PTE. LTD.,Islandwide,Non-executive,NA,"$6,500to$8,000",Monthly,https://www.mycareersfuture.sg/job/senior-machine-learning-engineer-kris-infotech-98f2d50d9af47a5281e459d55daa2146,Information Technology
11,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,South,Professional,NA,"$2,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-40e2065c71f4a0f5e8b3560a278717b7,Sciences / Laboratory / R&D
12,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,South,Professional,NA,"$2,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-e6bb95623878ad45386539bdbec81056,Sciences / Laboratory / R&D
13,Senior Learning Designer,HYPER ISLAND INSTITUTE OF HIGHER EDUCATION PTE. LTD.,South,Senior Management,NA,"$7,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/senior-learning-designer-hyper-island-institute-higher-education-cc5c1d86ef22454acd86363ed2d0969c,Others
14,Research Engineer / Senior Research Engineer (ARTC),A*STAR RESEARCH ENTITIES,West,Non-executive,NA,"$2,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/research-engineer-senior-research-engineer-astar-research-entities-d522d77d220f35f94130ff7e433c5886,Sciences / Laboratory / R&D
15,Data scientist,GRABTAXI HOLDINGS PTE. LTD.,Central,Professional,NA,"$11,000to$15,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-grabtaxi-holdings-2c945d1d660db8aa53d358c8160fe693,Information Technology
16,Data Scientist,GRABTAXI HOLDINGS PTE. LTD.,Central,Professional,NA,"$7,000to$11,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-grabtaxi-holdings-c25cb1bc83577f0a5fe1af4e371a4ad4,Information Technology
17,data scientist,GRABTAXI HOLDINGS PTE. LTD.,Central,Professional,NA,"$6,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-grabtaxi-holdings-f71024a6828e9c133dd36aa3c090c06a,Information Technology
18,Research Fellow,CAMBRIDGE CENTRE FOR ADVANCED RESEARCH AND EDUCATION IN SINGAPORE LTD.,South,Professional,NA,"$4,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-cambridge-centre-advanced-research-education-singapore-e726bcd362e1e4ae64029235fcec43e7,Engineering
19,Predictive / Data Analyst,GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$6,500to$10,000",Monthly,https://www.mycareersfuture.sg/job/predictive-data-analyst-government-technology-agency-a72a9f076c771504faaf3adae39ce6d9,Information Technology ...
20,Junior Data Scientist,HUBBLE PTE. LTD.,North,Professional,NA,"$3,600to$7,100",Monthly,https://www.mycareersfuture.sg/job/junior-data-scientist-hubble-ea469ffbfdbf74a06767387a8c83c2d3,Information Technology
21,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$5,000to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-0eba20613a7e3861dd43605e55fd795e,Sciences / Laboratory / R&D
22,Senior Algorithm Engineer,SENSETIME INTERNATIONAL PTE. LTD.,Central,Professional,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/senior-algorithm-engineer-sensetime-international-e05b771030b1a684d5e9a88e7700180b,Engineering ...
23,Senior Data Engineer (Data Science and Artificial Intelligence),Maritime and Port Authority of Singapore,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-data-engineer-maritime-port-authority-singapore-5e04d9fe6a97ad7bd5cb86353a193535,Public / Civil Service
24,Data Scientist Analyst,AIA SINGAPORE PRIVATE LIMITED,Central,Professional,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-analyst-aia-singapore-be1f3fd889b602dc6d4ebb761baddb6a,Banking and Finance ...
25,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,South,Professional,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-1c407c761616b3f043081682b429b55b,Sciences / Laboratory / R&D
26,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,South,Professional,NA,"$2,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-b3406e5e5ef17a7d2c0e6b9cbcbffb49,Sciences / Laboratory / R&D
27,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,South,Professional,NA,"$2,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-5fedab6df5cd55b194d932c641c55e59,Sciences / Laboratory / R&D
28,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,South,Professional,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-c2ff59da8ad9e3b133d1587e92e4c24d,Sciences / Laboratory / R&D
29,Data Scientist,DP INFORMATION NETWORK PTE. LTD.,Islandwide,Professional,NA,"$8,000to$11,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-dp-information-network-4373917d34dc9dfc8b956f5aba01ec28,Information Technology
30,Big Data Architect,AVENSYS CONSULTING PTE. LTD.,Islandwide,Professional,NA,"$6,000to$8,500",Monthly,https://www.mycareersfuture.sg/job/big-data-architect-avensys-consulting-52bb74382edafc11e7a65f306a360515,Information Technology
31,"VP, BigData Engineer, Group Consumer Banking and Big Data Analytics Technology (WD00469)",DBS BANK LTD.,NA,Manager ...,NA,"$10,400to$18,700",Monthly,https://www.mycareersfuture.sg/job/vp-bigdata-engineer-group-consumer-banking-big-data-analytics-technology-dbs-bank-b1d40ffc9505df1d47e38f59e670bd5a,Banking and Finance
32,"Lead Analyst / Senior Analyst / Analyst (HR Intelligence), Strategic Planning & Research",Public Service Division,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/lead-analyst-senior-analyst-analyst-strategic-planning-research-public-service-division-6a8e2cb4ecab0e352174e6fb9e0dbc0d,Public / Civil Service
33,"SVP, Program Manager (Data Analytic), Institutional Banking Group Technology, T&O (WD03269)",DBS BANK LTD.,East,Senior Management,NA,"$10,000to$20,000",Monthly,https://www.mycareersfuture.sg/job/svp-program-manager-institutional-banking-group-technology-to-dbs-bank-ed332f8528683ba5a9c43ba69b6a859e,Information Technology
34,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Fresh/entry level,NA,"$3,000to$3,600",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-fae17ef0f7a1cb74c8266071c639f6e4,Sciences / Laboratory / R&D
35,"Abuse Analyst, Real Time Communications - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,South,Executive,NA,"$6,600to$13,200",Monthly,https://www.mycareersfuture.sg/job/abuse-analyst-real-time-communications-singapore-google-asia-pacific-b538a7bc7f8a8c2be5f9695648c1130f,General Work
36,Research Associate,HANALYTICS PTE. LTD.,Central,Fresh/entry level,NA,"$3,600to$6,000",Monthly,https://www.mycareersfuture.sg/job/research-associate-hanalytics-77d22c6b813ea8c030565bedcf45cd1c,Information Technology
37,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-3983267df04d4f40cbb9b5cf5c5c5ad3,Education and Training
38,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-fc9cc101f0435599aaea43110402b2a4,Education and Training
39,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-636f60ee907ded53dea45e2437902c34,Education and Training
40,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Fresh/entry level,NA,"$4,100to$5,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-00d8ea3b388ff41b3f8e96a1048a20c5,Engineering
41,School of Infocomm - Project Staff,Republic Polytechnic,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/school-infocomm-project-staff-republic-polytechnic-5c585bed369ce6bbe280d26275146bb3,Education and Training ...
42,Office of Planning - Manager (Data Analyst / Scientist),Republic Polytechnic,NA,NA,NA,"$5,700to$6,300",Monthly,https://www.mycareersfuture.sg/job/office-planning-manager-republic-polytechnic-ba6127e745a10ce5155e458624a308bb,Education and Training ...
43,Technical Product Manager (Virtual Assistant),GOVERNMENT TECHNOLOGY AGENCY,NA,Executive,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/technical-product-manager-government-technology-agency-9f137c4e44ce691dbe02b9be65d08aec,Information Technology ...
44,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,NA,"$2,500to$3,300",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-1f397f6e828b82fd29ab921d0f55fc8a,Sciences / Laboratory / R&D
45,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-d4f464dd2d3d3fe551e884c4c0b46929,Engineering ...
46,Senior Data Scientist,DP INFORMATION NETWORK PTE. LTD.,Islandwide,Professional,NA,"$13,000to$16,000",Monthly,https://www.mycareersfuture.sg/job/senior-data-scientist-dp-information-network-5e9fc621d0467e4c47e5dce849daa1f1,Information Technology
47,Data Scientist,ENVOY SEARCH PARTNERS PTE. LIMITED,NA,Executive,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-envoy-search-partners-a0f734139150bcc07977a121dbcda0fc,Banking and Finance ...
48,Software Engineer,HUBBLE PTE. LTD.,North,Manager ...,NA,"$3,600to$7,100",Monthly,https://www.mycareersfuture.sg/job/software-engineer-hubble-92943f7728bb7b433382615a97c75f6e,Information Technology
49,Senior Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$8,300to$15,000",Monthly,https://www.mycareersfuture.sg/job/senior-level-data-scientist-traveloka-services-8adb5c22263d490fd19ff2b6362b9be4,Information Technology
50,Mid - Senior Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$6,100to$10,700",Monthly,https://www.mycareersfuture.sg/job/mid-senior-level-data-scientist-traveloka-services-cee58da0b16561b6d739767873dc8bd1,Information Technology
51,Mid Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$4,300to$7,600",Monthly,https://www.mycareersfuture.sg/job/mid-level-data-scientist-traveloka-services-8dba1deab655a0a840105310f2308dc2,Information Technology
52,Junior - Mid Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Fresh/entry level,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/junior-mid-level-data-scientist-traveloka-services-1cd7eaa9c04792e882aad755fce1d921,Information Technology
53,"Data Science Lead, Large Customer Sales - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,South,Executive,NA,"$7,700to$15,400",Monthly,https://www.mycareersfuture.sg/job/data-science-lead-large-customer-sales-singapore-google-asia-pacific-512c1b9885c48b7258df88fb03f575d4,Sales / Retail 
54,Senior Research Fellow (Institute of Data Science),NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$72,000to$140,000",Annually,https://www.mycareersfuture.sg/job/senior-research-fellow-national-university-singapore-426ae488b7603cc178f66da18f3a5f41,Sciences / Laboratory / R&D
55,Postdoctoral Fellow / Research Fellow (Data Analytics) / Data Scientist,NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,NA,"$5,000to$6,500",Monthly,https://www.mycareersfuture.sg/job/postdoctoral-fellow-research-fellow-data-scientist-national-university-singapore-6d73c089695eca94fa8805c4cddd9f72,Sciences / Laboratory / R&D
56,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-46dd778ec77a6609fd13accc68869076,Sciences / Laboratory / R&D
57,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,NA,"$4,500to$5,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-420da26662a282ef9c947088c6cba3a3,Engineering ...
58,Security Researcher,ACRONIS ASIA RESEARCH AND DEVELOPMENT PTE. LTD.,Central,Executive,NA,"$5,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/security-researcher-acronis-asia-research-development-55ac3ef9275e1037eef71d9e0e307dfe,Information Technology
59,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,NA,"$5,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-b264d76325b8202695af5d42dd7e83f8,Engineering ...
60,Lecturer / Senior Lecturer,NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/lecturer-senior-lecturer-national-university-singapore-3e87e412fa0a0c41c833bfe5a949f507,Education and Training
61,Advanced Technology Lab Head,SNAPHUNT PTE. LTD.,Central,Middle Management ...,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/advanced-technology-lab-head-snaphunt-24b89b7e960a4f50fe8c62cbe5054de9,Advertising / Media 
62,Research Engineer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,500to$5,500",Monthly,https://www.mycareersfuture.sg/job/research-engineer-nanyang-technological-university-b66b7da44d42b222f0410bcdb96692e4,Sciences / Laboratory / R&D
63,"Data Scientist, Trusted AI",DATAROBOT SINGAPORE PTE. LTD.,Central,Professional,NA,"$90,000to$150,000",Annually,https://www.mycareersfuture.sg/job/data-scientist-trusted-ai-datarobot-singapore-67508a47a407453fb87955db2b36cb8c,Information Technology
64,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$4,500to$6,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-1d337036ed2f5d8fda9e854a3fc58189,Engineering ...
65,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,000to$4,500",Monthly,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-7ca6e19f564880d22068ea766c427c1d,Engineering ...
66,Cloud Operations Engineer,DATHENA SCIENCE PTE. LTD.,NA,Professional,NA,"$2,500to$6,000",Monthly,https://www.mycareersfuture.sg/job/cloud-operations-engineer-dathena-science-d849b37efa4a259f32b6acbfd832ce07,Engineering
67,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$4,500to$7,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-105e1a7a5f2d3c480144bb2de64d86d9,Engineering ...
68,Backend Developer,DATHENA SCIENCE PTE. LTD.,NA,Professional,NA,"$2,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/backend-developer-dathena-science-00802f0e3d1f061568c278b2c0321f66,Engineering
69,Data Scientist,DATHENA SCIENCE PTE. LTD.,Central,Fresh/entry level ...,NA,"$5,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-dathena-science-d6b14dc48052402107bc2261b53173d9,Engineering
70,senior software engineer,ISENTIA BRANDTOLOGY PTE. LTD.,Central,Senior Executive,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/senior-software-engineer-isentia-brandtology-b301d54fc373181c41e07ca703d7292c,Information Technology
71,Compliance - Analytics - Associate,"JPMORGAN CHASE BANK, N.A.",NA,Executive,NA,"$6,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/compliance-analytics-associate-jpmorgan-chase-bank-na-9fe16fad78d874e5feaa3066fcdc6c85,Banking and Finance
72,"SIS - Assistant Professor of Information Systems (Education / Practice), SCPS",SINGAPORE MANAGEMENT UNIVERSITY,NA,Professional,NA,"$7,000to$14,000",Monthly,https://www.mycareersfuture.sg/job/sis-assistant-professor-information-systems-scps-singapore-management-university-59ffbe111098f09a1b9a93357fa83608,Education and Training
73,Visual Analytics Expert,TUV SUD ASIA PACIFIC PTE. LTD.,South,Professional,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/visual-analytics-expert-tuv-sud-asia-pacific-f73e60b88d1c83d82446511b4f578627,Information Technology
74,Presales Specialist - Data Science,SAP ASIA PTE. LTD.,South,Professional,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/presales-specialist-data-science-sap-asia-e29935b68cb10990b9920fead69107e7,Consulting 
75,Research Assistant,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,200to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-assistant-nanyang-technological-university-acaa737191a74be0746e57dda56e64bd,Sciences / Laboratory / R&D
76,Data Science,FUNDNEL PTE. LTD.,Central,Senior Executive,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-science-fundnel-328526280a2c50ef4e2ed03899c2d693,Consulting  ...
77,"Head, Data Analytics",FUNDNEL PTE. LTD.,Central,Senior Management,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/head-data-analytics-fundnel-712e9a18b2c078dd97229179c1bd22ad,Consulting  ...
78,Software Developer,FIREVISOR SYSTEMS PTE. LTD.,"South, Central",Non-executive ...,NA,"$60,000to$80,000",Annually,https://www.mycareersfuture.sg/job/software-developer-firevisor-systems-323d3351c7904df0e794675496c7f0b0,Engineering
79,SENIOR DATA ANALYST,ASPIRE NXT PTE. LTD.,NA,Senior Executive,NA,"$4,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/senior-data-analyst-aspire-nxt-b94abacf468080634ad881ada1ff48ae,Consulting  ...
80,Research Associate (Data Science) - EEE / INFINITUS,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,000to$4,500",Monthly,https://www.mycareersfuture.sg/job/research-associate-eee-infinitus-nanyang-technological-university-67c714d60cec137110d1bed73babe870,Engineering ...
81,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$4,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-fa46e26d81d552da89c68ab7572e7bc9,Sciences / Laboratory / R&D
82,2019 Full Time Campus Analyst - Engineering Division,GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Central,Fresh/entry level,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/2019-full-time-campus-analyst-engineering-division-goldman-sachs-services-5fdcb903910f2a0941b5f2fd9459d4fc,Banking and Finance
83,Backend Developer,AIQ PTE. LTD.,South,Executive,NA,"$3,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/backend-developer-aiq-4d27828c1b3530be556507a31127f85d,Engineering ...
84,DATA ENGINEER  /  ANALYST,HYDROINFORMATICS INSTITUTE PTE. LTD.,NA,Professional,NA,"$5,200to$6,200",Monthly,https://www.mycareersfuture.sg/job/data-engineer-analyst-hydroinformatics-institute-fded84bb3fd40f9402639d0db532d8cb,Engineering
85,Project Engineer - Biomedical Engineering and Materials Group,Nanyang Polytechnic,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/project-engineer-biomedical-engineering-materials-group-nanyang-polytechnic-88380db2d8da8a6cfbaf255827346dd2,Information Technology ...
86,"Project Manager, Systems Integration (3-year contract), Centre for Teaching Excellence",SINGAPORE MANAGEMENT UNIVERSITY,NA,Manager,NA,"$4,900to$7,700",Monthly,https://www.mycareersfuture.sg/job/project-manager-systems-integration-centre-teaching-excellence-singapore-management-university-4566360df83889e73fdfc5fa2cee0e69,Education and Training
87,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,400to$4,000",Monthly,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-6d3e8c34f8e0c86d9d00f97ab335a16b,Engineering ...
88,Data Scientist,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-national-university-singapore-323cde1dc194484e8eb20970812fe55f,Sciences / Laboratory / R&D
89,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$4,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-53e341703d2f6453b9654b3110f5b52c,Sciences / Laboratory / R&D
90,"Scientist (Data Analytics), I2R / A*STAR",A*STAR RESEARCH ENTITIES,South,Professional,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-9a470067ba8b2a1d384ee45207802515,Sciences / Laboratory / R&D
91,"Scientist (Data Analytics), I2R / A*STAR",A*STAR RESEARCH ENTITIES,South,Professional,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-a05eddf950778631729fff5146cdee35,Sciences / Laboratory / R&D
92,Lecturer - IT Systems & Networks,Institute of Technical Education,NA,Executive,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/lecturer-systems-networks-institute-technical-education-ad90ec1010174a822e1ea932925b1b7e,Information Technology ...
93,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$4,000to$4,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-6d3e0bde0567cebb71023b298832bf26,Engineering ...
94,Business Intelligence Analyst - Machine Engineering,DATAROBOT SINGAPORE PTE. LTD.,Central,Professional,NA,"$90,000to$150,000",Annually,https://www.mycareersfuture.sg/job/business-intelligence-analyst-machine-engineering-datarobot-singapore-ea24b802323950f780f4ee78bbbec01c,Information Technology
95,Research Scientist,RAKUTEN ASIA PTE. LTD.,Central,Professional,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/research-scientist-rakuten-asia-2327fc0a4d31aece0d2f365c765ee488,Information Technology
96,Speech Algorithm Engineer,BIGO TECHNOLOGY PTE. LTD.,Central,Senior Executive,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/speech-algorithm-engineer-bigo-technology-85ef016806d64cc8d7d7823c12bfedee,Information Technology
97,Finance & Control Director,GENPACT CONSULTING (SINGAPORE) PTE. LTD.,NA,Senior Management,NA,"$12,000to$18,000",Monthly,https://www.mycareersfuture.sg/job/finance-control-director-genpact-consulting-061887a9c28b6151dc0123bb3e3b875b,Accounting / Auditing / Taxation
98,Software Developer,MANGOSTEEN BCC PTE. LTD.,Central,Non-executive,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/software-developer-mangosteen-bcc-6fd745eae62e0a624ab46baf0da68831,Information Technology
99,Project Manager,MANGOSTEEN BCC PTE. LTD.,Central,Executive,NA,"$5,500to$10,000",Monthly,https://www.mycareersfuture.sg/job/project-manager-mangosteen-bcc-249c74773bbade41bdc5b2aa3c033e03,Banking and Finance ...
100,Software Architect,ASCENZ SOLUTIONS PTE. LTD.,"East, Central",Professional ...,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/software-architect-ascenz-solutions-0d219c98b4872916d2b9e6e16dde1b67,Information Technology ...
101,Software Engineer,CONEX SYSTEMS AND SERVICES (PTE. LTD.),NA,Fresh/entry level ...,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/software-engineer-conex-systems-services-f7e8caa4c398b32a1ce171b0c9cb058e,Engineering
102,IT Manager,TOOKITAKI HOLDING PTE. LTD.,Central,Middle Management,NA,"$10,000to$15,000",Monthly,https://www.mycareersfuture.sg/job/manager-tookitaki-holding-e0244fec919743cc28da353d2cfb9da8,Engineering
103,Algorithm Engineer,TECTUS DREAMLAB PTE. LTD.,NA,Middle Management,NA,"$7,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/algorithm-engineer-tectus-dreamlab-298fd9b9d231ecc3a08e3592a65e4afe,Information Technology
104,Data Scientist,NTUC ENTERPRISE CO-OPERATIVE LTD,NA,Executive,NA,"$3,500to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-ntuc-enterprise-co-operative-92cbf28222ce2531c00bde40613a16ad,Information Technology
105,Data Science Engineer,ALLIANZ SE,Central,Executive,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/data-science-engineer-allianz-se-01aac3fc60fdd18c440e224d1bb06f97,Others
