,job_titles,companys,location,employment_type,gov_support,salary,salary_unit,links,industrys
15,School of Infocomm - Lecturer (Data Analytics  /  Machine Learning  /  Artificial Intelligence),Republic Polytechnic,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/school-infocomm-lecturer-republic-polytechnic-1e7a2170ae00170cdf89cf8a8fcd5b3c,Education and Training ...
16,Data scientist,GRABTAXI HOLDINGS PTE. LTD.,Central,Professional,NA,"$11,000to$15,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-grabtaxi-holdings-2c945d1d660db8aa53d358c8160fe693,Information Technology
17,Data Scientist,GRABTAXI HOLDINGS PTE. LTD.,Central,Professional,NA,"$7,000to$11,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-grabtaxi-holdings-c25cb1bc83577f0a5fe1af4e371a4ad4,Information Technology
18,data scientist,GRABTAXI HOLDINGS PTE. LTD.,Central,Professional,NA,"$6,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-grabtaxi-holdings-f71024a6828e9c133dd36aa3c090c06a,Information Technology
19,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,NA,"$2,500to$3,300",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-1f397f6e828b82fd29ab921d0f55fc8a,Sciences / Laboratory / R&D
20,Data Scientist,DP INFORMATION NETWORK PTE. LTD.,Islandwide,Professional,NA,"$8,000to$11,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-dp-information-network-4373917d34dc9dfc8b956f5aba01ec28,Information Technology
21,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$4,000to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-1c7e1bc9ebe11d7038de3996ca3cbda8,Engineering ...
22,Senior Algorithm Engineer,SENSETIME INTERNATIONAL PTE. LTD.,Central,Professional,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/senior-algorithm-engineer-sensetime-international-e05b771030b1a684d5e9a88e7700180b,Engineering ...
23,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,400to$4,000",Monthly,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-6d3e8c34f8e0c86d9d00f97ab335a16b,Engineering ...
24,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,500to$4,800",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-3370a5c81521a4236893ab3acebd0d31,Engineering ...
25,"BII, Postdoctoral Research fellow",A*STAR RESEARCH ENTITIES,South,Professional,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/bii-postdoctoral-research-fellow-astar-research-entities-b726e1d2a625c085969ad3608675e7ee,Sciences / Laboratory / R&D
26,Research Associate,HANALYTICS PTE. LTD.,Central,Fresh/entry level,NA,"$3,600to$6,000",Monthly,https://www.mycareersfuture.sg/job/research-associate-hanalytics-77d22c6b813ea8c030565bedcf45cd1c,Information Technology
27,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-3983267df04d4f40cbb9b5cf5c5c5ad3,Education and Training
28,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-fc9cc101f0435599aaea43110402b2a4,Education and Training
29,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-636f60ee907ded53dea45e2437902c34,Education and Training
30,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-50cf0d156b9a0f0fa4e1e017c3a2aee3,Education and Training
31,"Research Scientist (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-scientist-living-analytics-research-centre-singapore-management-university-0fae4d19f0257a0a83a9e58b33d8077f,Education and Training
32,"Research Scientist (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-scientist-living-analytics-research-centre-singapore-management-university-57f8ef797d1608e1d82e0079ecef3290,Education and Training
33,"Research Scientist (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-scientist-living-analytics-research-centre-singapore-management-university-1e4ad8b3c0c1d5b4b6b589c46e4223b8,Education and Training
34,School of Infocomm - Project Staff,Republic Polytechnic,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/school-infocomm-project-staff-republic-polytechnic-5c585bed369ce6bbe280d26275146bb3,Education and Training ...
35,Data Scientist,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-national-university-singapore-323cde1dc194484e8eb20970812fe55f,Sciences / Laboratory / R&D
36,"Scientist (Data Analytics), I2R / A*STAR",A*STAR RESEARCH ENTITIES,South,Professional,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-9a470067ba8b2a1d384ee45207802515,Sciences / Laboratory / R&D
37,"Scientist (Data Analytics), I2R / A*STAR",A*STAR RESEARCH ENTITIES,South,Professional,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-a05eddf950778631729fff5146cdee35,Sciences / Laboratory / R&D
38,Senior Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$8,300to$15,000",Monthly,https://www.mycareersfuture.sg/job/senior-level-data-scientist-traveloka-services-8adb5c22263d490fd19ff2b6362b9be4,Information Technology
39,Mid - Senior Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$6,100to$10,700",Monthly,https://www.mycareersfuture.sg/job/mid-senior-level-data-scientist-traveloka-services-cee58da0b16561b6d739767873dc8bd1,Information Technology
40,Mid Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$4,300to$7,600",Monthly,https://www.mycareersfuture.sg/job/mid-level-data-scientist-traveloka-services-8dba1deab655a0a840105310f2308dc2,Information Technology
41,Junior - Mid Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Fresh/entry level,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/junior-mid-level-data-scientist-traveloka-services-1cd7eaa9c04792e882aad755fce1d921,Information Technology
42,Senior Data Engineer (Data Science and Artificial Intelligence),Maritime and Port Authority of Singapore,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-data-engineer-maritime-port-authority-singapore-5e04d9fe6a97ad7bd5cb86353a193535,Public / Civil Service
43,Data Scientist Analyst,AIA SINGAPORE PRIVATE LIMITED,Central,Professional,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-analyst-aia-singapore-be1f3fd889b602dc6d4ebb761baddb6a,Banking and Finance ...
44,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Fresh/entry level,NA,"$4,100to$5,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-00d8ea3b388ff41b3f8e96a1048a20c5,Engineering
45,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$4,000to$7,916",Monthly,https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-45d480b1f1602b349f2055193fb6a4a9,Sciences / Laboratory / R&D
46,"Research Scientist, IHPC",A*STAR RESEARCH ENTITIES,South,Non-executive,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/research-scientist-ihpc-astar-research-entities-ed4bd6421de07cd43cbdc1b17b48dc02,Sciences / Laboratory / R&D
47,Data Scientist,UNTANGLE AI PTE. LTD.,Central,Fresh/entry level,NA,"$5,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-untangle-ai-4371030ab9ca99050516ae26ac3f7fd2,Information Technology
48,IT Innovation Management APAC /  Emerging Technology Engineer,BMW ASIA PTE LTD,South,Senior Executive,NA,"$7,000to$11,000",Monthly,https://www.mycareersfuture.sg/job/innovation-management-apac-emerging-technology-engineer-bmw-asia-2911c84a3742ab88eb2fd5d5b1b54a9d,Information Technology ...
49,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,200to$4,200",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-52364ca266d93807f881c3a1f351c5f0,Sciences / Laboratory / R&D
50,AI Infrastructure Engineer for 100E (AISG),NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/ai-infrastructure-engineer-100e-national-university-singapore-b4d80a2dd4958a3fe61cdce238619409,Engineering ...
51,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-d4f464dd2d3d3fe551e884c4c0b46929,Engineering ...
52,Senior Data Scientist,DP INFORMATION NETWORK PTE. LTD.,Islandwide,Professional,NA,"$13,000to$16,000",Monthly,https://www.mycareersfuture.sg/job/senior-data-scientist-dp-information-network-5e9fc621d0467e4c47e5dce849daa1f1,Information Technology
53,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$4,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-53e341703d2f6453b9654b3110f5b52c,Sciences / Laboratory / R&D
54,Machine Learning Algorithm Engineer / Senior Engineer,MEDIATEK SINGAPORE PTE. LTD.,South,Executive ...,NA,"$3,500to$7,000",Monthly,https://www.mycareersfuture.sg/job/machine-learning-algorithm-engineer-senior-engineer-mediatek-singapore-b68df3b89b5f97f841f19007f29bb9d7,Engineering
55,Data Scientist,ENVOY SEARCH PARTNERS PTE. LIMITED,NA,Executive,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-envoy-search-partners-a0f734139150bcc07977a121dbcda0fc,Banking and Finance ...
56,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,NA,"$3,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-db5d69e289d5c2324c4fc807b44de9de,Engineering
57,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,400to$4,400",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-f45e54149470fe3a5357acb9e0ee79f0,Engineering ...
58,Perception Engineer,HERTZWELL PTE. LTD.,Islandwide,Professional,NA,"$8,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/perception-engineer-hertzwell-4e8dae69fbfc2039f52ce3fb211301c9,Engineering
59,Perception Intern,HERTZWELL PTE. LTD.,Islandwide,Professional,NA,"$1,500to$2,000",Monthly,https://www.mycareersfuture.sg/job/perception-intern-hertzwell-41261e767f9fe594bb26c6a355e8d817,Engineering
60,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,200to$4,500",Monthly,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-5e9779012e5527c1decf32f7fa70a943,Sciences / Laboratory / R&D
61,Speech Algorithm Engineer,BIGO TECHNOLOGY PTE. LTD.,Central,Senior Executive,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/speech-algorithm-engineer-bigo-technology-85ef016806d64cc8d7d7823c12bfedee,Information Technology
62,Software Developer,MANGOSTEEN BCC PTE. LTD.,Central,Non-executive,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/software-developer-mangosteen-bcc-6fd745eae62e0a624ab46baf0da68831,Information Technology
63,Project Manager,MANGOSTEEN BCC PTE. LTD.,Central,Executive,NA,"$5,500to$10,000",Monthly,https://www.mycareersfuture.sg/job/project-manager-mangosteen-bcc-249c74773bbade41bdc5b2aa3c033e03,Banking and Finance ...
64,Software Architect,ASCENZ SOLUTIONS PTE. LTD.,"East, Central",Professional ...,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/software-architect-ascenz-solutions-0d219c98b4872916d2b9e6e16dde1b67,Information Technology ...
65,Algorithm Engineer,TECTUS DREAMLAB PTE. LTD.,NA,Middle Management,NA,"$7,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/algorithm-engineer-tectus-dreamlab-298fd9b9d231ecc3a08e3592a65e4afe,Information Technology
66,Scientist  / Senior Scientist (ARTC),A*STAR RESEARCH ENTITIES,West,Executive,NA,"$5,900to$11,800",Monthly,https://www.mycareersfuture.sg/job/scientist-senior-scientist-astar-research-entities-5a6c4fcb4afa8cb203b852a304d9f432,Sciences / Laboratory / R&D
67,"Senior Research Scientist (1-year contract), Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,NA,Middle Management,NA,"$6,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/senior-research-scientist-living-analytics-research-centre-singapore-management-university-6188a28786b8c341609ab4bceb5dc152,Education and Training
68,"Vice President, Data Science",LAZADA SOUTH EAST ASIA PTE. LTD.,Central,Middle Management,NA,"$9,000to$13,500",Monthly,https://www.mycareersfuture.sg/job/vice-president-data-science-lazada-south-east-asia-f6b651f8295d130aa749e57c339b5402,Information Technology
69,Software Developer,MANGOSTEEN BCC PTE. LTD.,Central,Non-executive,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/software-developer-mangosteen-bcc-3968e57130213e60b18afbe515a877bc,Information Technology
70,IT Support Specialist,MANGOSTEEN BCC PTE. LTD.,Central,Executive,NA,"$4,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/support-specialist-mangosteen-bcc-5187f275c8b530b0edb35ba1a8e9ed70,Banking and Finance ...
71,Consumer & Marketing Insights Analyst (Neuroscience Practices and Analysis),LOURDES GAVIN PTE. LTD.,South,Executive,NA,"$3,000to$4,500",Monthly,https://www.mycareersfuture.sg/job/consumer-marketing-insights-analyst-lourdes-gavin-65d9766388cd89df7b9681b560bc5fb4,Consulting  ...
72,Senior Engineer (Video Analytics),CP TECHNOLOGY PTE. LTD.,North,Professional,NA,"$2,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/senior-engineer-cp-technology-743334d36541a2d6403004c0b2079d5c,Design ...
73,"Research Scientist(Low power ASIC for in-memory computation), IME",A*STAR RESEARCH ENTITIES,South,Professional,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/research-scientist-ime-astar-research-entities-224ac9b6ec14a02053c5126aebe6abd2,Sciences / Laboratory / R&D
74,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,400to$4,000",Monthly,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-607bc922aa5e30c1f1fd267b6b9217b5,Sciences / Laboratory / R&D
75,Intelligent Risk Data Scientist Manager / Assistant Manager,ONECONNECT FINANCIAL TECHNOLOGY (SINGAPORE) CO. PTE. LTD.,NA,Senior Executive,NA,"$96,000to$120,000",Annually,https://www.mycareersfuture.sg/job/intelligent-risk-data-scientist-manager-assistant-manager-oneconnect-financial-technology-0d975cec22d8be1e032da370660036ab,Information Technology
76,Content Marketing Executive,SNAPHUNT PTE. LTD.,East,Executive ...,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/content-marketing-executive-snaphunt-a84b0ffeb9cabd090af662ac06f1fd30,Marketing / Public Relations 
77,Key Executive Officer,SIMONSAYS123HOMES PTE. LTD.,NA,Professional ...,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/key-executive-officer-simonsays123homes-a8312864ae29b6f7931f5391c81bc0a4,Real Estate / Property Management
78,Algorithm Scientist,AXINAN PTE. LTD.,Central,Manager ...,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/algorithm-scientist-axinan-6db68c47199a3738569c1fc306bf1468,Engineering
79,Research Assistant,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,200to$4,200",Monthly,https://www.mycareersfuture.sg/job/research-assistant-nanyang-technological-university-8b0db52f0a0978d34c92275162829bc0,Sciences / Laboratory / R&D
80,Key Executive Officer,SIMONE STUDIOS PTE. LTD.,NA,Manager,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/key-executive-officer-simone-studios-b534414584a2a4f8c853146d4b613639,Real Estate / Property Management
81,Research Assistant,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,200to$4,200",Monthly,https://www.mycareersfuture.sg/job/research-assistant-nanyang-technological-university-3a42b4e2cc5026c4efec451dcdd9310f,Sciences / Laboratory / R&D
82,Product Manager,TABSQUARE PTE. LTD.,East,Middle Management,NA,"$6,500to$8,000",Monthly,https://www.mycareersfuture.sg/job/product-manager-tabsquare-3e889ff3b1e890e2edb3ebfc6fa1d631,Information Technology
83,"Applied Research Engineer, Computer Vision and Deep Learning",Company Undisclosed,NA,Professional,NA,"$7,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/applied-research-engineer-computer-vision-deep-learning-d61847179f325059396678fcbfe925ba,Information Technology
84,Senior Engineer (Deep Learning) (Ref 23007),Company Undisclosed,NA,Executive,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/senior-engineer-830eaca35ee256619b6eb47f991866b8,Information Technology
85,Data Analyst,Company Undisclosed,NA,Professional ...,NA,"$3,600to$5,400",Monthly,https://www.mycareersfuture.sg/job/data-analyst-5a575c1c20af9667bb76ea63a878faa6,Banking and Finance ...
86,Software Engineer,Company Undisclosed,NA,Fresh/entry level ...,NA,"$4,000to$5,500",Monthly,https://www.mycareersfuture.sg/job/software-engineer-ba4a885cefd6ffd80f32ea980446b4ff,Engineering ...
87,Software Engineer,Company Undisclosed,NA,Fresh/entry level ...,NA,"$4,000to$5,500",Monthly,https://www.mycareersfuture.sg/job/software-engineer-cb791d40e6d61f2d697557625a27f583,Engineering ...
88,Research Fellow,Company Undisclosed,NA,Professional,NA,"$4,900to$6,500",Monthly,https://www.mycareersfuture.sg/job/research-fellow-4a597473e96f1a2c47ed5620a60fdf53,Sciences / Laboratory / R&D
89,Research Assistant,Company Undisclosed,NA,Professional,NA,"$3,250to$4,500",Monthly,https://www.mycareersfuture.sg/job/research-assistant-0f24afc9d90e6a4760c524fb08594a47,Sciences / Laboratory / R&D
