,job_titles,companys,location,employment_type,gov_support,salary,salary_unit,links,industrys
10,Data Management Expert (Director),BLACKROCK ADVISORS SINGAPORE PTE. LTD.,Central,Manager,NA,"$10,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/data-management-expert-blackrock-advisors-singapore-f6d5730cb52484fb163326e5b9145f2c,Banking and Finance
11,"Senior Manager / Assistant Director (Data Science), NUHS Management Decision Support Office",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,South,Middle Management,NA,"$5,410to$10,890",Monthly,https://www.mycareersfuture.sg/job/senior-manager-assistant-director-nuhs-management-decision-support-office-national-university-health-system-fb52da27c4dca41df18bed2438bca1ce,Information Technology
12,System Engineer (Data and Control Communication Management),GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/system-engineer-government-technology-agency-50d7d4dd7cd8c2abfbb6367a244103c1,Information Technology ...
13,System Engineer (Data and Control Communication Management),GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$5,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/system-engineer-government-technology-agency-c1de69bae22019caca6c53eec7d488ac,Information Technology ...
14,"Vice President, Product Management - Platform, Data & Services,Asia Pacifc",MASTERCARD ASIA/PACIFIC PTE. LTD.,East,Middle Management,NA,"$20,000to$30,000",Monthly,https://www.mycareersfuture.sg/job/vice-president-product-management-platform-data-servicesasia-pacifc-mastercard-asiapacific-ddbeb963b06cec42b843deb7ed336067,Consulting 
15,Data Operations - Asset Management,BLUECHIP PLATFORMS ASIA PTE. LTD.,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/data-operations-asset-management-bluechip-platforms-asia-3a0f4bee11e438b857dc6cb3e5e3ce1b,Banking and Finance
16,School of Infocomm - Lecturer (Data Centre  /  Cloud Management  /  Infocomm Security Management),Republic Polytechnic,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/school-infocomm-lecturer-republic-polytechnic-b05aed1319f1930ee59c6cee28d6afb9,Education and Training ...
17,School of Infocomm - Associate Lecturer (Data Centre  /  Cloud Management),Republic Polytechnic,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/school-infocomm-associate-lecturer-republic-polytechnic-f33b2f7bcff3401aa36ca9b88b01cf81,Education and Training ...
18,"AVP, Data Architect - Metadata Management, DBS Transformation Group, T&O (WD00640)",DBS BANK LTD.,East,Senior Management,NA,"$6,500to$11,700",Monthly,https://www.mycareersfuture.sg/job/avp-data-architect-metadata-management-dbs-transformation-group-to-dbs-bank-395bf0120d5f3857c0e2627f900cbb9e,Information Technology
19,"VP, Data Architect - Metadata Management, DBS Transformation Group, T&O (WD00640)",DBS BANK LTD.,East,Senior Management,NA,"$10,400to$18,700",Monthly,https://www.mycareersfuture.sg/job/vp-data-architect-metadata-management-dbs-transformation-group-to-dbs-bank-cee19e496b35eeddf4c9412fe835dd84,Information Technology
20,"VP, Data Innovation Lead, UOB Asset Management",UNITED OVERSEAS BANK LIMITED,Central,Middle Management,NA,"$10,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/vp-data-innovation-lead-uob-asset-management-united-overseas-bank-8639bea5214677f300e5fd4647f6fbc4,Information Technology
21,"Vice President, Enterprise Data Warehouse",NTUC ENTERPRISE CO-OPERATIVE LTD,NA,Middle Management,NA,"$8,000to$13,000",Monthly,https://www.mycareersfuture.sg/job/vice-president-enterprise-data-warehouse-ntuc-enterprise-co-operative-8665ecf7141bbb28e1802a8365c4e250,Education and Training ...
22,Senior Data Engineer (Data Science and Artificial Intelligence),Maritime and Port Authority of Singapore,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-data-engineer-maritime-port-authority-singapore-5e04d9fe6a97ad7bd5cb86353a193535,Public / Civil Service
23,Data Governance Officer,NTUC ENTERPRISE CO-OPERATIVE LTD,NA,Executive,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-governance-officer-ntuc-enterprise-co-operative-0c9d7ef23d8ad7d8ba83d7c7be800c94,Information Technology
24,Senior / Principal Infocomm Specialist (Data & Analytics Architecture),Inland Revenue Authority of Singapore,NA,Professional,NA,"$4,000to$9,100",Monthly,https://www.mycareersfuture.sg/job/senior-principal-infocomm-specialist-inland-revenue-authority-singapore-c1313b30ad86fda2ced8dbd4da8f6a68,Information Technology ...
25,Data Engineer,CAPGEMINI SINGAPORE PTE. LTD.,"East, Central",Professional,NA,"$5,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/data-engineer-capgemini-singapore-6881270e60e57757dd030a42764e21ad,Information Technology
26,"Officer, Change Support, Reference Data Services Operations",ALEXANDER MANN BPO SOLUTIONS (SINGAPORE) PTE. LTD.,South,Professional,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/officer-change-support-reference-data-services-operations-merrill-lynch-global-services-7c8558da5add8d3aa3d11b353dde0283,Banking and Finance
27,Senior Data Analyst,THOUCENTRIC PTE. LTD.,South,Senior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-data-analyst-thoucentric-7ad2d604984c428da533a48377b20e4f,Information Technology
28,"Assistant Director /  Senior Executive (Curriculum Planning and Analytics), Centre for Learning Systems",Home Team Academy,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/assistant-director-senior-executive-centre-learning-systems-home-team-academy-514ec64809640f3aaf8cc5d2f058c640,Public / Civil Service
29,Presales Specialist - Data Science,SAP ASIA PTE. LTD.,South,Professional,NA,"$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/presales-specialist-data-science-sap-asia-e29935b68cb10990b9920fead69107e7,Consulting 
30,"Data Analyst, APAC",TRAX TECHNOLOGY SOLUTIONS PTE. LTD.,NA,Senior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/data-analyst-apac-trax-technology-solutions-81062e27e4e842e05f1440d5027c50d9,Others ...
31,Junior Data Analyst - SQL (Training Program for 15th April to 14th Jan 2020),MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Central,Fresh/entry level,NA,"$2,800to$3,500",Monthly,https://www.mycareersfuture.sg/job/junior-data-analyst-sql-manpower-staffing-services-16a68bf4e83290fc7cb082afbc69bd67,Information Technology
32,Data Engineer,BLUE STAR INFOSTACK SOLUTIONS PTE. LTD.,Central,Executive,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-engineer-blue-star-infostack-solutions-bc7099b889534b21f4f4319cebdbf84d,Information Technology
33,Software Consultant,CHANDLER MACLEOD GROUP PTE. LTD.,Central,Professional,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/software-consultant-chandler-macleod-group-9a8076540c67870ce39aa899839caab5,Information Technology
34,Data Scientist,OBSERVATIONAL AND PRAGMATIC RESEARCH INSTITUTE PTE. LTD.,East,Junior Executive,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-observational-pragmatic-research-institute-df79ecd7f5aa72cafe7ef3c21564e8d8,Engineering ...
35,Junior Data Scientist,CARTRACK TECHNOLOGIES SOUTH EAST ASIA PTE. LTD.,East,Executive,NA,"$6,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/junior-data-scientist-cartrack-technologies-south-east-asia-af98eace345595bcae36ba551959a00a,Information Technology
36,Predictive / Data Analyst,GOVERNMENT TECHNOLOGY AGENCY,NA,Middle Management,NA,"$6,500to$10,000",Monthly,https://www.mycareersfuture.sg/job/predictive-data-analyst-government-technology-agency-a72a9f076c771504faaf3adae39ce6d9,Information Technology ...
37,Digital Marketing Specialist,DIGITAL CREWE PTE. LTD.,West,Fresh/entry level,NA,"$1,800to$2,500",Monthly,https://www.mycareersfuture.sg/job/digital-marketing-specialist-digital-crewe-e86ed111c3fd4401a92ee524e2d9f4d7,Marketing / Public Relations 
38,"Executive, Digital Analytics",CARAT MEDIA SERVICES SINGAPORE PTE LTD,Central,Executive,NA,"$3,500to$7,000",Monthly,https://www.mycareersfuture.sg/job/executive-digital-analytics-carat-media-services-singapore-7b7de4aa5cfd4da5a4c02cd91395a9d7,Advertising / Media 
39,Support Analyst,THE TORONTO-DOMINION BANK,Central,Professional,NA,"$6,000to$11,000",Monthly,https://www.mycareersfuture.sg/job/support-analyst-toronto-dominion-bank-5a9131124fadbb780fda124f50cf06f3,Banking and Finance
40,"Data Architect, Vice President","JPMORGAN CHASE BANK, N.A.",NA,Senior Executive,NA,"$7,500to$15,000",Monthly,https://www.mycareersfuture.sg/job/data-architect-vice-president-jpmorgan-chase-bank-na-ead2efae5c19a366d0a33ecb4b82988d,Information Technology
41,Data Science Engineer,DATAROBOT SINGAPORE PTE. LTD.,Central,Professional,NA,"$90,000to$150,000",Annually,https://www.mycareersfuture.sg/job/data-science-engineer-datarobot-singapore-51a02f9c2b6cd9a12c4d34b71a9560ef,Information Technology
42,"Executive / Senior Executive (Systems and Data Branch), Planning Division",Ministry of Social and Family Development,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/executive-senior-executive-planning-division-ministry-social-family-development-8b0e5ad293f9255d50910a8e01467a48,Public / Civil Service
43,CRM Data Analyst,ASPIRE GLOBAL NETWORK PTE. LTD.,Central,Professional,NA,"$3,500to$6,200",Monthly,https://www.mycareersfuture.sg/job/crm-data-analyst-aspire-global-network-72550b8ea34bcc4bb37f4efba636afd6,Information Technology
44,CRM Data Analyst,ASPIRE GLOBAL NETWORK PTE. LTD.,Central,Professional ...,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/crm-data-analyst-aspire-global-network-dccc8a3b7b4f2f1946c7e0d24ea01269,Information Technology
45,CRM Data Analyst,ASPIRE GLOBAL NETWORK PTE. LTD.,Central,Professional,NA,"$6,000to$8,500",Monthly,https://www.mycareersfuture.sg/job/crm-data-analyst-aspire-global-network-72bfadbede4b04ee506d44018271dc36,Information Technology
46,GIS - Software Engineer (Pisces),A*STAR RESEARCH ENTITIES,NA,Non-executive,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/gis-software-engineer-astar-research-entities-b492b3cf6d6540bbd3e6d498c2bc6e6c,Sciences / Laboratory / R&D
47,"SIS - Assistant Professor of Information Systems (Education / Practice), SCPS",SINGAPORE MANAGEMENT UNIVERSITY,NA,Professional,NA,"$7,000to$14,000",Monthly,https://www.mycareersfuture.sg/job/sis-assistant-professor-information-systems-scps-singapore-management-university-59ffbe111098f09a1b9a93357fa83608,Education and Training
48,Platform Engineer,GUMI ASIA PTE. LTD.,South,Executive,NA,"$5,000to$6,500",Monthly,https://www.mycareersfuture.sg/job/platform-engineer-gumi-asia-54f313f4b63eb6c0fcb838a51cd8b318,Information Technology
49,Application and Database Specialist,JAC RECRUITMENT PTE. LTD.,Central,Executive,NA,"$5,000to$6,500",Monthly,https://www.mycareersfuture.sg/job/application-database-specialist-jac-recruitment-a14b26de6efdfb7ac35a81337c919127,Information Technology
50,Deputy Director (Strategic and Resource Planning Division),WORKFORCE SINGAPORE AGENCY,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/deputy-director-workforce-singapore-agency-7f8d909331b9d1ec126d29a225d64890,Public / Civil Service
51,Data Manager (Central Lab),COVANCE (ASIA) PTE. LTD.,West,Professional,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-manager-covance-c08496ba584f0ed4f3db461fdfd2a78e,Healthcare / Pharmaceutical
52,Operations Analyst - Reference Data Services,ALEXANDER MANN BPO SOLUTIONS (SINGAPORE) PTE. LTD.,South,Professional,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/operations-analyst-reference-data-services-merrill-lynch-global-services-422ce520e57bf0aed2e752533116aebe,Banking and Finance
53,System Analyst,AUGMENTSOL PTE. LTD.,NA,Executive,NA,"$6,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/system-analyst-augmentsol-9afa72172b543fa34b6fc4c462979858,Banking and Finance ...
54,CRM Manager,ASPIRE GLOBAL NETWORK PTE. LTD.,Central,Manager,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/crm-manager-aspire-global-network-436beb6309805e781e3a87c755c69999,Information Technology
55,Lecturer,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,West,Manager,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/lecturer-singapore-university-social-sciences-5f7429b478bfdc75fcaf517867d87c1f,Education and Training
56,Senior Lecturer,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,"South, West",Manager,NA,"$7,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/senior-lecturer-singapore-university-social-sciences-c0c608da792625b6e49f0c528d4f806e,Education and Training
57,Java Engineer,SINGX PTE. LTD.,Central,Senior Executive,NA,"$5,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/java-engineer-singx-00918000d269417540ebdf95032d56d9,Information Technology
58,Java Developer,SINGX PTE. LTD.,Central,Executive,NA,"$4,000to$6,500",Monthly,https://www.mycareersfuture.sg/job/java-developer-singx-340d697140f9e895703115a29bcded63,Information Technology
59,Fintech Lab Full-stack Developer,NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,NA,"$4,000to$5,200",Monthly,https://www.mycareersfuture.sg/job/fintech-lab-full-stack-developer-national-university-singapore-62e8b844a6ecb111d432c6a1a1672aef,Information Technology
60,Database Administrator,GOLDTECH RESOURCES PTE LTD,East,Executive,NA,"$2,800to$5,500",Monthly,https://www.mycareersfuture.sg/job/database-administrator-goldtech-resources-92d992df1cf413540be7b12819885fbd,Information Technology
61,User Acquisition Executive (Facebook Advertising),GUMI ASIA PTE. LTD.,South,Executive,NA,"$4,000to$5,600",Monthly,https://www.mycareersfuture.sg/job/user-acquisition-executive-gumi-asia-f51d5e3506036b498a559d7245250ae4,Advertising / Media 
62,Research Assistant,NANYANG TECHNOLOGICAL UNIVERSITY,West,Non-executive,NA,"$2,700to$5,300",Monthly,https://www.mycareersfuture.sg/job/research-assistant-nanyang-technological-university-1135d52bc54beaf30a4d7506353cc21e,Sciences / Laboratory / R&D
63,DBA Lead,FUJITSU ASIA PTE LTD,South,Manager,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/dba-lead-fujitsu-asia-a562c87abe5260df91f2db18e795fa30,Information Technology
64,Oracle Database Administrator,FUJITSU ASIA PTE LTD,South,Executive,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/oracle-database-administrator-fujitsu-asia-97032292a4214f5fa673d57dd1648e91,Information Technology
65,"Specialist, Franchise Operations, SEA (contract)",ADIDAS SINGAPORE PTE LTD,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/specialist-franchise-operations-sea-adidas-singapore-f4b108d46288b5a1d6492945b8744042,Others
66,19WD32891 Engineering Manager,AUTODESK ASIA PTE. LTD.,South,Manager,NA,"$102,400to$204,800",Annually,https://www.mycareersfuture.sg/job/19wd32891-engineering-manager-autodesk-asia-8eda21ca54c933e9eb93080d5f7d105d,Information Technology
67,"Compensation Operations Analyst, Google People Services - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,South,Junior Executive,NA,"$4,500to$9,000",Monthly,https://www.mycareersfuture.sg/job/compensation-operations-analyst-google-people-services-singapore-google-asia-pacific-99165d03d7e2c723291a5a4203c54cfe,Human Resources 
68,IT Engineer,PENTA-OCEAN CONSTRUCTION COMPANY LIMITED,South,Executive,NA,"$3,500to$5,000",Monthly,https://www.mycareersfuture.sg/job/engineer-penta-ocean-construction-company-bdb3236586f7236d50829ed82864e27f,Building and Construction
69,Network Engineer / Manager,COMSERVICE (SINGAPORE) SOLUTIONS PTE. LTD.,North,Middle Management ...,NA,"$2,500to$3,500",Monthly,https://www.mycareersfuture.sg/job/network-engineer-manager-comservice-solutions-6ac3a425bdfbc680b7ab58065105d925,Engineering
70,Infrastructure Development - Big Data,"JPMORGAN CHASE BANK, N.A.",NA,Senior Executive,NA,"$7,500to$15,000",Monthly,https://www.mycareersfuture.sg/job/infrastructure-development-big-data-jpmorgan-chase-bank-na-50fe6765001864fb32896305b80cf9bc,Information Technology
71,Infrastructure Development - Big Data,"JPMORGAN CHASE BANK, N.A.",NA,Executive,NA,"$7,000to$14,000",Monthly,https://www.mycareersfuture.sg/job/infrastructure-development-big-data-jpmorgan-chase-bank-na-7422644b462f62e352638b7063ba8bca,Information Technology
72,Biostatistician / Statistical Programmer,TESSA THERAPEUTICS LTD.,Central,Middle Management ...,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/biostatistician-statistical-programmer-tessa-therapeutics-06d3bbb9b106f55bc35645816b92a5ca,Healthcare / Pharmaceutical
73,Database Adminstrator (Oracle),CAPITA PTE. LTD.,Islandwide,Professional ...,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/database-adminstrator-capita-0d7507ecd49d593cde16168f971c8898,Information Technology
74,ETL Developer,ASIACLOUD SOLUTIONS PRIVATE LIMITED,NA,Professional ...,NA,"$5,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/etl-developer-asiacloud-solutions-0b1ccdcadc755fa323def2cd54f4c37c,Information Technology
75,Biostatistician,TALENT SEARCH PTE. LTD.,Central,Manager ...,NA,"$8,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/biostatistician-talent-search-c973edbe09023679ab381fdeb8153490,Risk Management ...
76,Test Analyst,PERCEPT SOLUTIONS PTE. LTD.,Central,Middle Management,NA,"$8,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/test-analyst-percept-solutions-6fcfdf2484719dc29ae510659666e0db,Banking and Finance ...
77,Manager  /  Assistant Manager (Self-Employed & Workfare) - Contract,CENTRAL PROVIDENT FUND BOARD,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/manager-assistant-manager-contract-central-provident-fund-board-d682c10bfe7fdd8408ff87caf0c9bbaf,Public / Civil Service
78,"Lead  /  Senior Lead Consultant, Applications (Salesforce)",NCS PTE. LTD.,NA,Professional,NA,"$7,000to$14,000",Monthly,https://www.mycareersfuture.sg/job/lead-senior-lead-consultant-applications-ncs-37707cabe0af74d01a195115d3d56262,Information Technology
79,Assistant Director /  Manager (Research Office) (19000012),NANYANG TECHNOLOGICAL UNIVERSITY,West,Manager,NA,"$6,000to$8,500",Monthly,https://www.mycareersfuture.sg/job/assistant-director-manager-nanyang-technological-university-18baf2fedc0fec43f1c76f9193fc228e,Admin / Secretarial ...
80,"Senior / Executive, Programme Executive (School of Foundation Studies)",PSB ACADEMY PTE. LTD.,Central,Executive,NA,"$2,450to$2,815",Monthly,https://www.mycareersfuture.sg/job/senior-executive-programme-executive-psb-academy-971077f7deb2aa6648f167e3fcd7b0da,Admin / Secretarial
81,Data and Document Specialist,UBS AG,Central,Professional,NA,"$40,000to$60,000",Annually,https://www.mycareersfuture.sg/job/data-document-specialist-ubs-ag-00b3b28ab085af95b210dce552dae6ba,Banking and Finance
82,Digital Solution Architect,ACCENTURE PTE LTD,Islandwide,Professional,NA,"$7,500to$15,000",Monthly,https://www.mycareersfuture.sg/job/digital-solution-architect-accenture-95aaf7b14a63d821d61081b10cd10e31,Consulting 
83,"Senior /  Executive, Operations (School of Life and Physical Sciences)",PSB ACADEMY PTE. LTD.,Central,Senior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-executive-operations-psb-academy-197cfadd6ec1e5b34c0f2ca5399694d6,Admin / Secretarial
84,Lead Document Controller,ANOTECH ENERGY SINGAPORE PTE. LTD.,Islandwide,Senior Executive,NA,"$2,000to$15,000",Monthly,https://www.mycareersfuture.sg/job/lead-document-controller-anotech-energy-singapore-399028cb6621623f3aba188d8295b4b0,Engineering
85,Research Fellow: Proteomics,NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/research-fellow-proteomics-national-university-singapore-fb810f1420ab87d95ced2d15c1cc108c,Sciences / Laboratory / R&D
86,Research Assistant,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,NA,"$2,500to$4,850",Monthly,https://www.mycareersfuture.sg/job/research-assistant-national-university-singapore-fbb72350d389718343525d17d647c73e,Sciences / Laboratory / R&D
87,Research Assistant / Research Associate (Biostatistician),NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,NA,"$3,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/research-assistant-research-associate-national-university-singapore-3cd341633ba2214b09ff7b811d7c6581,Sciences / Laboratory / R&D
88,Head of Supply Chain,FRANCOIS MARINE SERVICES PTE LTD,South,Manager,NA,"$12,000to$15,000",Monthly,https://www.mycareersfuture.sg/job/head-supply-chain-francois-marine-services-db2040a4f173d70456fd65299e727250,Logistics / Supply Chain
89,13:00-17:00(Mon- Fri) Part Time assistant  job at Raffles Place,PASONA SINGAPORE PTE. LTD.,Central,Fresh/entry level,NA,"$1,000to$1,300",Monthly,https://www.mycareersfuture.sg/job/1300-1700-part-time-assistant-job-raffles-place-pasona-singapore-d6dae80a4b2339da8bb5f00296ab1dec,Admin / Secretarial
90,Business Analyst (Data) (JD#5013),Company Undisclosed,NA,Executive,NA,"$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/business-analyst-21a73c0594b6a8a24c42b8cf69b2350e,Banking and Finance
91,Principal Database Administrator (DB2 z / OS),CENTRAL PROVIDENT FUND BOARD,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/principal-database-administrator-central-provident-fund-board-62ce48e08479c4ae191b2c138d8989ee,Information Technology ...
92,"VP, Head of Finance, Strategy, People Onboarding and Engagement, Technology and Operations (WD03264)",DBS BANK LTD.,Central,Senior Management,NA,"$10,400to$18,700",Monthly,https://www.mycareersfuture.sg/job/vp-head-finance-strategy-people-onboarding-engagement-technology-operations-dbs-bank-297c03b301c11485f662cae958a60b70,Banking and Finance
93,Clinical Trial Manager – Medical Devices Start Up,CHARTERHOUSE PTE. LTD.,Central,Manager,NA,"$8,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/clinical-trial-manager-%E2%80%93-medical-devices-start-charterhouse-6cab5cfe665542682ecae7a005ceec55,Healthcare / Pharmaceutical
94,Technical Project Manager,ASTEK SINGAPORE INNOVATION TECHNOLOGY PTE. LTD.,Central,Professional,NA,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/technical-project-manager-astek-singapore-innovation-technology-eb3b406d8eda1876da15c677a7699a0b,Consulting  ...
95,Director Sales / Business Development,IHS MARKIT ASIA PTE. LTD.,NA,Manager,NA,"$150,000to$185,000",Annually,https://www.mycareersfuture.sg/job/director-sales-business-development-ihs-markit-asia-b4ac01eaeea60b6074b942f7a8bced24,Information Technology
96,HR Controller,ASM TECHNOLOGY SINGAPORE PTE LTD,North,Senior Executive,NA,"$3,000to$4,500",Monthly,https://www.mycareersfuture.sg/job/hr-controller-asm-technology-singapore-72c7d5e80c8d2e653bdce4d6dca63a03,Human Resources 
97,"Technology Programme Assistant Manager / Manager, Information Technology Division (ITD)",Ministry of Social and Family Development,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/technology-programme-assistant-manager-manager-information-technology-division-ministry-social-family-development-595557d32b255f9a83184656d48239b5,Social Services ...
98,"Learning and Development, Senior Manager / Assistant Director - Career and Professional Development, Human Capital",Singapore Sports Council,NA,NA,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/learning-development-senior-manager-assistant-director-career-professional-development-human-capital-singapore-sports-council-7a3057178b07bd15b8f5adf8669b9ae0,Human Resources  ...
99,DBA Specialist,NSEARCH GLOBAL PTE. LTD.,South,Middle Management,NA,"$6,000to$7,500",Monthly,https://www.mycareersfuture.sg/job/dba-specialist-nsearch-global-e284498249cc9d0bf5b7ed1f7b51f07c,Information Technology
100,Conference Sales Executive,INDUSTRY PLATFORM PTE. LTD.,Central,Fresh/entry level ...,NA,"$3,300to$5,500",Monthly,https://www.mycareersfuture.sg/job/conference-sales-executive-industry-platform-3862fb4523d04f6703bc6e59acfd8b23,Sales / Retail 
101,Sales Coordinator,EDGEN MURRAY PTE. LTD.,NA,Junior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/sales-coordinator-edgen-murray-36f10c67c5bc458f267db5512486e2ef,Logistics / Supply Chain ...
102,Scientific Officer (Bioinfomatics),TAN TOCK SENG HOSPITAL PTE LTD,Central,Professional ...,NA,"$4,500to$6,500",Monthly,https://www.mycareersfuture.sg/job/scientific-officer-tan-tock-seng-hospital-ef598d7b15f78996d2eae88d5edf755e,Healthcare / Pharmaceutical
103,Research Assistant (Yearly Contract),INSTITUTE OF MENTAL HEALTH,North,Junior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/research-assistant-institute-mental-health-bbf683d198f2f8acb2ac6e703af71b5f,Others
