,job_titles,companys,location,employment_type,gov_support,salary,salary_unit,links,industrys
23,Data Scientist,HEWLETT PACKARD ENTERPRISE SINGAPORE PTE. LTD.,South,Professional,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-hewlett-packard-enterprise-singapore-474a9cfaa0c7d6340624a01bbaf1a73e,Consulting 
24,Data Scientist,HEWLETT PACKARD ENTERPRISE SINGAPORE PTE. LTD.,South,Professional,NA,"$4,800to$9,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-hewlett-packard-enterprise-singapore-da2b2cdecb496ddf6f871089b2568c9c,Consulting 
25,Data Scientist,HEWLETT PACKARD ENTERPRISE SINGAPORE PTE. LTD.,South,Professional,NA,"$5,200to$10,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-hewlett-packard-enterprise-singapore-86e18b1b2b60e17a2327afd40d677a25,Consulting 
26,Senior Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$8,300to$15,000",Monthly,https://www.mycareersfuture.sg/job/senior-level-data-scientist-traveloka-services-8adb5c22263d490fd19ff2b6362b9be4,Information Technology
27,Mid - Senior Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$6,100to$10,700",Monthly,https://www.mycareersfuture.sg/job/mid-senior-level-data-scientist-traveloka-services-cee58da0b16561b6d739767873dc8bd1,Information Technology
28,Mid Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Executive,NA,"$4,300to$7,600",Monthly,https://www.mycareersfuture.sg/job/mid-level-data-scientist-traveloka-services-8dba1deab655a0a840105310f2308dc2,Information Technology
29,Junior - Mid Level Data Scientist,TRAVELOKA SERVICES PTE. LTD.,NA,Fresh/entry level,NA,"$3,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/junior-mid-level-data-scientist-traveloka-services-1cd7eaa9c04792e882aad755fce1d921,Information Technology
30,Data Scientist,UNTANGLE AI PTE. LTD.,Central,Fresh/entry level,NA,"$5,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-untangle-ai-4371030ab9ca99050516ae26ac3f7fd2,Information Technology
31,Data Scientist,AMPOTECH PTE. LTD.,Central,Professional,NA,"$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-ampotech-27837b2ff200338455306b4524262c50,Information Technology
32,"Data Scientist, AI Services",DATAROBOT SINGAPORE PTE. LTD.,Central,Professional,NA,"$90,000to$150,000",Annually,https://www.mycareersfuture.sg/job/data-scientist-ai-services-datarobot-singapore-c642352bf70c0b2cb211b0306236486c,Information Technology
33,Field Data Scientist,DATHENA SCIENCE PTE. LTD.,NA,Executive,NA,"$2,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/field-data-scientist-dathena-science-ef8743c8aad21b7da211bfaf16e59a1e,Engineering
34,Data Scientist,FACEBOOK SINGAPORE PTE. LTD.,East,Professional,NA,"$9,000to$14,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-facebook-singapore-33811af8b3bdae37fefc5122e4b58559,Advertising / Media 
35,Data Scientist,MERCK PTE. LTD.,South,Professional,NA,"$9,500to$13,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-merck-282468cd9f95fb3a2711b22f64ac37a4,Information Technology
36,Data Scientist,CTRLSHIFT SINGAPORE PTE. LTD.,South,Senior Executive,NA,"$3,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/data-scientist-ctrlshift-singapore-dd4961269f59cd6004d9caf75b94de70,Advertising / Media  ...
